predictor	predictor_type	name	fold	diff_empty	diff_medium_surprisal	diff_full_surprisal
120	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal	6	prev2_surprisal	10	0.0369660500792284	0.00847368227265921	0.00099129538988052
121	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal	5	prev3_surprisal	1	0.0363762202319489	0.0197313003583703	0.000252998422887174
122	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal	5	prev3_surprisal	2	0.045796200636504	0.0197178694083169	0.00112997519538638
123	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal	5	prev3_surprisal	3	0.0372794384175847	0.0210370353461675	0.000254947400289751
124	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal	5	prev3_surprisal	4	0.0481558275775242	0.0238302273384745	-0.00033225404232784
125	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal	5	prev3_surprisal	5	0.0391691795502007	0.0227767196937876	-0.000210090475771807
126	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal	5	prev3_surprisal	6	0.0427111367828221	0.0239618138865216	0.00101978725166418
127	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal	5	prev3_surprisal	7	0.03516807309133	0.0187929549002952	-4.26506414434868e-05
128	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal	5	prev3_surprisal	8	0.0305269893905153	0.00954729086199091	0.000417089990599528
129	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal	5	prev3_surprisal	9	0.0343185049429069	0.0186019135624482	0.00153465309527068
130	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal	5	prev3_surprisal	10	0.0369660500792284	0.00847368227265921	0.00099129538988052
131	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal	6	prev3_surprisal	1	0.0363762202319489	0.0197313003583703	0.000252998422887174
132	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal	6	prev3_surprisal	2	0.045796200636504	0.0197178694083169	0.00112997519538638
133	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal	6	prev3_surprisal	3	0.0372794384175847	0.0210370353461675	0.000254947400289751
134	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal	6	prev3_surprisal	4	0.0481558275775242	0.0238302273384745	-0.00033225404232784
135	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal	6	prev3_surprisal	5	0.0391691795502007	0.0227767196937876	-0.000210090475771807
136	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal	6	prev3_surprisal	6	0.0427111367828221	0.0239618138865216	0.00101978725166418
137	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal	6	prev3_surprisal	7	0.03516807309133	0.0187929549002952	-4.26506414434868e-05
138	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal	6	prev3_surprisal	8	0.0305269893905153	0.00954729086199091	0.000417089990599528
139	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal	6	prev3_surprisal	9	0.0343185049429069	0.0186019135624482	0.00153465309527068
140	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal	6	prev3_surprisal	10	0.0369660500792284	0.00847368227265921	0.00099129538988052
141	surprisal_buggy + prev_surprisal_buggy + prev2_surprisal_buggy + prev3_surprisal_buggy	1	surprisal_buggy	1	0.0361232218090617	0.0194783019354832	0
142	surprisal_buggy + prev_surprisal_buggy + prev2_surprisal_buggy + prev3_surprisal_buggy	1	surprisal_buggy	2	0.0446662254411176	0.0185878942129305	0
143	surprisal_buggy + prev_surprisal_buggy + prev2_surprisal_buggy + prev3_surprisal_buggy	1	surprisal_buggy	3	0.037024491017295	0.0207820879458778	0
144	surprisal_buggy + prev_surprisal_buggy + prev2_surprisal_buggy + prev3_surprisal_buggy	1	surprisal_buggy	4	0.0484880816198521	0.0241624813808023	0
145	surprisal_buggy + prev_surprisal_buggy + prev2_surprisal_buggy + prev3_surprisal_buggy	1	surprisal_buggy	5	0.0393792700259725	0.0229868101695594	0
146	surprisal_buggy + prev_surprisal_buggy + prev2_surprisal_buggy + prev3_surprisal_buggy	1	surprisal_buggy	6	0.0416913495311579	0.0229420266348574	0
147	surprisal_buggy + prev_surprisal_buggy + prev2_surprisal_buggy + prev3_surprisal_buggy	1	surprisal_buggy	7	0.0352107237327735	0.0188356055417387	0
148	surprisal_buggy + prev_surprisal_buggy + prev2_surprisal_buggy + prev3_surprisal_buggy	1	surprisal_buggy	8	0.0301098993999158	0.00913020087139138	0
