(Intercept)	surprisal_buggy	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	-0.00787522513712673	2.62688921872521	1.36170030238786	0.562749900881447	0.102802759039784	21.6819736008919	5.56032280528949	-0.825166096424261	-6.2078908033154	-0.324129614409358	0.248252603902781	0.0866027291760287	0.438482053781281	-0.474246847864428	0.159257905241267	0.0640156935051137	-0.0172459134362514
2	1.64954344740686	2.58099868210495	1.32067277073815	0.562277224743035	0.0619254040799635	21.6072099953223	5.39748457325608	-0.710218485772333	-6.06636711729153	-0.496112304665914	0.0443301878156867	0.0937623475146811	0.337576036450367	-0.45402091060246	0.14733177234808	0.0845327074564732	-0.00682179498576959
3	-0.324220277102126	2.62215947574689	1.36759712712575	0.546563697802753	0.113348311813147	21.8551153743921	5.59489480407901	-0.797471343591493	-6.03685185097996	-0.485156694585397	0.104322195493758	0.12180832438175	0.495937677267251	-0.487611157556825	0.14740777664542	0.083270212899738	-0.0199031286991523
4	0.762531553315843	2.55603583037584	1.34996607280267	0.596807969520195	0.0873694903208127	21.6212181839772	5.49554905076052	-0.833628449318254	-6.16097476299864	-0.470658072035562	0.147299387741003	0.144258997843483	0.40621602590031	-0.460398926813182	0.160540404164603	0.0789147303825282	-0.0158828562464639
5	0.352626829086702	2.62625598969069	1.35862695689842	0.546639638179803	0.128195823362113	21.5923319565396	5.4850296645827	-0.725452592752772	-6.11036777966707	-0.434284780697394	0.0502247872711335	0.142239019199482	0.511183120306649	-0.463165642212584	0.146975414330237	0.0840452602520934	-0.0245439984437096
6	0.196089849720925	2.56085052062547	1.34820656184521	0.512411705880402	0.127112997028792	21.7492396988889	5.62716065778095	-0.747371887928908	-6.06640207940364	-0.472128168522822	0.023913844209129	0.0567116497745578	0.379366794729722	-0.480668249618732	0.147992736510664	0.092027538643108	-0.00728979492492425
7	2.23387640402016	2.57949950875587	1.32964001727283	0.539194023715127	0.158146743544684	21.4854256500924	5.48367246844	-0.852873575423853	-6.04716381702994	-0.474666659703136	0.153551554904063	-0.0145586593325877	0.226504488680586	-0.455698464420685	0.158254273269299	0.077153298755226	0.00500928104414338
8	-0.0292826814473619	2.64211373986189	1.37566255603467	0.587502811078967	0.0843460238124453	21.5879062414211	5.44913049598597	-0.75739498588914	-5.96402969345082	-0.427141411404298	0.114097601792945	0.198950899667193	0.466493343784699	-0.461194863639258	0.139606931557362	0.0754647201116454	-0.0226687034687702
9	1.30983102225111	2.58172670950903	1.366065670246	0.509028773361044	0.1318333435107	21.777413367114	5.49540920734527	-0.737398902227428	-6.13590647592981	-0.512790314764627	0.00788733115129072	0.121184142122688	0.286078515090044	-0.473004992177545	0.150482186297556	0.0925188010067047	-0.0136591211797617
10	-0.584259544419148	2.58465784473199	1.38161408444123	0.528682744430132	0.148950811651456	21.7745884192235	5.55171945141652	-0.812430646835331	-5.96918538934381	-0.38344568637412	0.198282988092141	0.092035175941865	0.351989595896643	-0.475073793435167	0.147196066401529	0.0727804614275415	-0.0121737605571296
