(Intercept)	surprisal	surprisal_buggy	prev_surprisal	prev2_surprisal	prev3_surprisal	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	292.341723644882	2.34829482304416	-0.277912934137254	1.6837735377723	1.06933277810406	0.778651814822381	1.16396001783508	-0.784490311565837	0.0107279731405248	0.995480404942203	0.00447055542633831	0.425809194926302	-0.235015127399716	-0.0740425756920145	0.210212092262297	0.0392607487520504	0.00543476794089461	0.0372877936799047
2	291.72536408214	2.05174251203659	0.0254856838926338	1.61148561835924	1.07008773444868	0.75026133508535	1.42674575972104	-0.472913054135578	-0.0243373975685553	0.8173802713835	-0.0298968884753193	0.171512220420339	-0.222534474455624	0.0232789596268563	0.160298486273032	0.0548730065346817	0.0278342639893316	0.0328197302990635
3	291.13123256139	2.44674667096946	-0.394041496210598	1.67411490580508	1.10758652795919	0.751104755102045	1.5564965564214	-0.346243098716073	0.0289783456540377	0.907547650281719	-0.074124696409956	0.0332936753840763	-0.286465687401622	-0.0571313210074285	0.1462832183849	0.0456655616847536	0.038924941270614	0.0412352822309152
4	292.177412036999	2.95542017789743	-0.892757322626307	1.58835372642751	1.15363991999031	0.763046602800899	1.20105782583274	-0.448260149223988	-0.0526551817605035	0.962782596600525	-0.14219276138834	0.0769182288129521	-0.197672706758753	0.0344455616784581	0.178491188240257	0.0473694624245092	0.0408335112318019	0.0321932572287071
5	292.38751474393	2.52079319249822	-0.457437889120179	1.6769626703325	1.06319043421341	0.852238243597137	1.44072619445044	-0.541908752902778	-0.0313224336893404	0.954074702274626	-0.0691729862249294	0.220157635024109	-0.297703053683927	-0.127682655618534	0.167252720533247	0.0473428127591291	0.0261368246225243	0.0410882633890347
6	291.890130135652	2.12140939981308	-0.116216831108336	1.66139314424344	1.09267225048846	0.742841496817225	1.5726485713624	-0.405759747802654	0.0317908311867714	0.789993227635968	-0.112205321003395	0.259619073443549	-0.304604141258568	-0.0905686147838662	0.151211068339596	0.0465839210612859	0.0318422363064513	0.0437803363034505
7	291.278347750757	2.44780657247654	-0.357189604987243	1.64786140076895	1.10215092509714	0.814130867953239	1.35903438489853	-0.5162298848642	0.0898007878445114	0.93066146726832	-0.0821430346903828	0.28895617533211	-0.263217596733841	-0.0887409084281821	0.167189898593922	0.0411572291391156	0.0278112266423763	0.0392550064464538
8	290.992953166766	2.57047042781835	-0.411970177769592	1.6583590365828	1.09436742192998	0.748610153622557	1.52366518790795	-0.49382240972071	-0.0231333010225027	0.783588550939376	-0.0392727576685029	0.297607626703182	-0.219324856709995	-0.00899067769914379	0.155346079081089	0.0560063018776209	0.0237965786265027	0.0348806801899932
9	291.83682117033	1.87208573420172	0.185702133793884	1.65837199396183	1.0447464715544	0.753103224352533	1.31271207216207	-0.443178198033846	0.0404557019942828	0.825340936105426	-0.0556420309336694	0.331373735835434	-0.255943936171173	-0.0581534306426221	0.168476815278001	0.0443592664218819	0.0216477869790242	0.0327071648840405
10	291.275720459469	2.46184330544175	-0.31218869888823	1.63694596960722	1.0246190857219	0.75018792510573	1.57303781925858	-0.544570001537663	0.0797035182209789	0.968299826903494	-0.0636415246739022	0.16711078167419	-0.20773215109172	-0.122051065342684	0.158714870719266	0.0404838049321214	0.0333430355096414	0.0298577486351844
