(Intercept)	surprisal	prev_surprisal	prev2_surprisal	prev3_surprisal	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	294.850100708093	2.28822382667423	1.79380328311031	1.05835539923681	0.687597363083017	0.674392077451376	-1.19824597517471	-0.264292128867817	0.652772488012035	-0.106559219681199	0.37896838385404	-0.274308285396317	-0.00801602888154767	0.236298471104603	0.0558928995882865	0.00601628159166761	0.0343858332643025
2	293.915326053226	2.31364318247772	1.73002516373887	1.07603930947203	0.677108494597063	0.924754351178526	-0.912436315652336	-0.274240001336623	0.523716181562913	-0.136037218034744	0.0965031150509187	-0.237823363813968	0.131766074517596	0.188999364626638	0.066250106803144	0.0294115980622207	0.0246553399462303
3	293.695425802278	2.33939931955387	1.79438234454238	1.06126416790546	0.688638886421338	1.02327226715062	-0.790393621951831	-0.257768867918338	0.589135466931724	-0.163553549395979	-0.0269588495804518	-0.32188561286496	0.0047581996888382	0.174916980708931	0.0599609567270502	0.0392664260521205	0.037614767605147
4	294.738278805517	2.29410087358145	1.71930682944442	1.11574918052349	0.661097546963951	0.707894504407369	-0.867095967902359	-0.353409641724111	0.639995876286542	-0.243576106507672	0.0206668550940389	-0.228803843180885	0.126473060993355	0.206175095626816	0.0635226372742014	0.0411686691925071	0.0269012835147695
5	294.61239861297	2.34834876056463	1.77906096135113	1.01536575089894	0.722438017559259	0.927638051450883	-0.979506318832039	-0.308278725915862	0.626802069286977	-0.136227930803027	0.191646812589264	-0.329435376250369	-0.0179921767361752	0.193893272623766	0.0631418648280344	0.0240231797641772	0.0371535416561932
6	294.212023438419	2.30471246541305	1.78087668399675	1.05306706327965	0.639454628353627	1.05065480535743	-0.864699711180201	-0.243654802894522	0.482387842121914	-0.187974491152375	0.232577250237577	-0.350209103753634	0.0255535426546392	0.179849576836929	0.0600710989102326	0.0294165498103505	0.0407815041893273
7	294.19590301322	2.36991557942537	1.77142296462711	1.08120496348484	0.73973078341414	0.796054949526758	-0.957903342798654	-0.190091259514166	0.600607712832875	-0.209156374988309	0.235283417218475	-0.326961360661939	-0.058488171092313	0.197574766912602	0.0562141794883875	0.030106762025488	0.038212394196435
8	293.574200795909	2.38013861072989	1.76784319237104	1.08567126004292	0.642235871335115	0.977786791658343	-0.919531017402166	-0.293664925359525	0.467425077721077	-0.157199940627674	0.230353674448678	-0.243016878134819	0.0482128179982469	0.184723154049913	0.0699582649828673	0.0267784490424107	0.0325481923868969
9	294.375008170882	2.28274824200079	1.7945664077662	1.06503346570049	0.661544904621261	0.817394753307605	-0.866882572142163	-0.22879222053089	0.511747941308602	-0.174234676619919	0.235735899505571	-0.289632294731919	-0.0260473892867092	0.195570890534778	0.0569962066288306	0.024864919097769	0.0325811436542764
10	294.170086397636	2.42855981744323	1.75272683922004	1.04595132551129	0.648090719716527	1.03964506458748	-1.01165737039381	-0.208328526187383	0.64653414964451	-0.170160813860223	0.0744905040402334	-0.269397027960822	-0.0852257466616465	0.18861714586527	0.0569945238802465	0.034858505888318	0.0321929346005107
