(Intercept)	surprisal_buggy	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	243.565428827718	1.20951357573206	3.51214043470135	1.82396919668947	1.10585709902707	3.47152840629408	-0.528308545909153	-0.685407753018664	0.36260230502822	-0.170338727337768	1.13749885627653	-0.172621979220441	-0.070125087405347	0.133211680528887	0.229621993459945	0.00535751068956221	0.0204793130118518
2	243.948719026923	1.2045222467096	3.52089313631664	1.82422979280458	1.10181980892472	3.53066011189255	-0.724224026440103	-0.625615316554457	0.0782525032530214	0.0963739872287803	1.13581807961165	-0.364166318297965	-0.267074134273436	0.158911963259737	0.243613541819711	-0.0198453401095035	0.0572079083209213
3	242.488406345737	1.31176294136983	3.48422686959485	1.6639931515603	1.07313391615475	3.43164080112648	-0.613428740841564	-0.412286347270456	0.603578783690045	-0.139940985890942	1.04347135783526	-0.155318408143818	-0.142267071560174	0.140234767280367	0.191874021659003	0.0178984694751703	0.0304801496202994
4	242.940173814924	1.30038464588519	3.46815539749057	1.66972080621021	1.02629698349492	3.66316226580961	-0.59225671386869	-0.752518525034349	0.0637637887266169	0.0887624004968982	1.25273903406493	-0.113884365413442	-0.0356202192461759	0.127369286622353	0.254532253254596	-0.0146969623854882	0.0202828765441822
5	245.162025336456	1.28522320106163	3.41670138651369	1.78223068203237	1.05126916843887	3.40220659989599	-0.747912466057836	-0.58925036056398	0.260105943731653	-0.0710593599955569	1.02936185035524	-0.192947374523303	-0.0865335339609315	0.149634543866418	0.228040255305417	-0.00118055631663059	0.031952783359642
6	243.004998400872	1.20072018448332	3.40876452672314	1.69100661084235	1.05051544861386	3.6616939594004	-0.520422231380911	-0.600657230255382	0.439529380874915	0.0290452244300697	1.26636182312946	-0.243424269428183	-0.142811432337232	0.121572556736636	0.222182714080303	-0.0136510213559699	0.028237517820315
7	240.753817216628	1.32455521798916	3.44833145077312	1.75738327962537	1.0431685023693	3.55216315104878	-0.551811356713246	-0.414362419812903	0.341869210973065	0.0466801829123908	1.31110056235712	-0.0869247638824855	-0.050659170157734	0.122835353605933	0.211660883416939	-0.0199471397981938	0.0190666964764618
8	244.489641895046	1.2403754920726	3.49496109236502	1.71262828692011	0.904867702283251	3.62113543168047	-0.522725819011406	-0.596212703058318	0.129549495998827	-0.143167550169884	0.892098026269072	-0.253840786506825	-0.0525164308519617	0.123725809251651	0.23924299046054	0.0198006788646468	0.0433011347557561
9	241.19995450056	1.25961724438342	3.45521390036066	1.7636152180765	1.0629452113648	3.60006461193954	-0.67582838439047	-0.601657240538876	0.485675315260042	0.0875442951348017	1.44985155610528	-0.197746356670274	-0.177767579952289	0.151396806896461	0.217368718906268	-0.0251307863637001	0.0390151827859061
10	243.686490148105	1.30188673672241	3.51801460509316	1.72594079697661	1.19269589168111	3.43612855162185	-0.621168349114498	-0.800843867612617	0.101650975294998	0.100363873590186	1.23946643332509	-0.227064040677614	0.0192549375323154	0.144024209290176	0.251913978621326	-0.0172888979571751	0.0170867562240014
