(Intercept)	surprisal	prev_surprisal	prev2_surprisal	prev3_surprisal	prev3_surprisal_buggy	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	292.620009102545	2.07019476047391	1.68040966258958	1.06786898756659	1.94345891547488	-1.16215360500016	1.16002520258414	-0.780250642777747	0.0122483634366177	0.994421081364871	0.0141808799957364	0.428224930778674	-0.283229099826243	-0.10340375840358	0.210424665235801	0.039116547919179	0.00489019058261344	0.0409253940857754
2	292.017784410632	2.07717788898746	1.60958605367569	1.06813934190099	1.81488589738229	-1.06336687281906	1.41815125148931	-0.479425037392836	-0.0148452348902633	0.821361873008452	-0.0226281418595874	0.173836594428312	-0.269000384739272	-0.00733631307484762	0.161266944657651	0.0540375101584462	0.0274094761107504	0.0367391017565546
3	291.343613496493	2.05133188361147	1.67166297683438	1.1067102069677	1.66414232499847	-0.911590476040775	1.55892874541532	-0.336020518245708	0.0247497733960639	0.90184921619239	-0.067929647810952	0.0343389344132745	-0.322890123914264	-0.0796336096614508	0.145896258594319	0.0461068733268679	0.0386257285002119	0.0439265253924939
4	292.281299045846	2.0613900912879	1.58358016159595	1.15400904623062	1.53535377971341	-0.770787827759318	1.21706364236052	-0.417157417930041	-0.0694931197448997	0.944541313364283	-0.135927206183671	0.079474848399228	-0.227524702328652	0.0232310189360166	0.176245165680216	0.0491003006446074	0.0404704746249469	0.033867565905639
5	292.44105401239	2.06293078029047	1.67422069869224	1.06345583013425	1.2528655496708	-0.399282537792101	1.44812579281282	-0.525953403934728	-0.040109660482031	0.945718846574924	-0.0657661821369649	0.221961193927656	-0.31354385550568	-0.134324116036638	0.166163247859288	0.048226807397465	0.025870375929937	0.0420288635725976
6	291.984607995731	2.00527111558007	1.66019367967624	1.0917238607561	1.20793331169086	-0.464216615708708	1.57356056615937	-0.403551566065652	0.0327368623070832	0.7894977572919	-0.108344700804012	0.260813553524141	-0.32321477136671	-0.101744027370073	0.151160609004078	0.0465128728744282	0.0315990054780313	0.0451959082479164
7	291.545296998161	2.09150300321261	1.64497291046642	1.10091057194655	1.98327678872889	-1.16704690470894	1.35751945216297	-0.508267112074625	0.089925749957187	0.927407815609841	-0.0740481314266072	0.291056720086757	-0.309740295370313	-0.119321726550387	0.167037122311298	0.0411208706223951	0.0274489139628481	0.0428492967811505
8	291.190223624888	2.15787934988867	1.6549893185713	1.09397384260894	1.64194578385997	-0.890742472684453	1.52767735734895	-0.481383502743502	-0.0273111079484993	0.775481599477348	-0.0324935244184502	0.298102885344883	-0.255594658952404	-0.0300508793089734	0.154640641910313	0.0565128319172103	0.0234899910397042	0.037501829637406
9	292.000134342778	2.05858871470763	1.65804081348028	1.04302481086318	1.31379057016014	-0.55992066532111	1.30458933024028	-0.45261917989997	0.0499101650929526	0.830638721123333	-0.0514180700330641	0.332115080994739	-0.280401200630469	-0.075276516606859	0.169415597850566	0.0435348929191455	0.0214224982002994	0.0348296700358274
10	291.487657352127	2.14836043336796	1.63378199589471	1.0240415918749	1.71556269009898	-0.963824154998183	1.57427284813346	-0.536025460644832	0.078740227428918	0.964118462023957	-0.0562418578742877	0.170647097163444	-0.247669909020554	-0.145705121405807	0.158392046081994	0.0406516320484031	0.0328254110994318	0.0329217856481396
