(Intercept)	surprisal_buggy	prev_surprisal	prev2_surprisal	prev3_surprisal	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	291.290810771715	1.90219952908963	1.53104492182461	0.996216835768004	0.780303117223081	1.33959307325128	-0.581950712810763	0.0452379047927617	1.07115602658392	0.0673835286549935	0.475651123048818	-0.178708747919164	-0.0364037987458429	0.200402552517324	0.0408637479503368	0.00288491037838816	0.0312270025996698
2	290.936025369745	1.91111622078524	1.46556624249733	0.971240780019697	0.76601986626835	1.58844747735946	-0.291805888745501	-0.00520511173700268	0.872816394564386	0.0398494812920782	0.224597268354599	-0.172273527468138	0.0595518456389701	0.15251778406723	0.0586608582304847	0.0247470816660382	0.0269936863320002
3	290.394578800126	1.86793764299403	1.56520965816337	0.998024873748917	0.769981035325342	1.71809260817336	-0.157491254570934	0.0302580176692661	0.93869074823493	-0.00677548840888218	0.103260778007473	-0.243276527821614	-0.012333999232589	0.138729149961389	0.0511497907519607	0.0359279850474071	0.035535334175344
4	291.496342232385	1.87485193810629	1.47919449231642	1.05152665538	0.785200772314822	1.39598849379332	-0.223952549246198	-0.0733748642420646	0.976383202969712	-0.0827278219761128	0.116972702177544	-0.155684280825653	0.0681078883250041	0.167475922391163	0.0545758779224881	0.0396208150134668	0.0260829753802857
5	291.558683885806	1.88042896031992	1.57331883870184	0.969581794623568	0.866644757739009	1.62056128641854	-0.332808775165388	-0.0293761142970601	0.985946630424454	-0.0062864574801725	0.273874714601069	-0.255740260661016	-0.0851184707294961	0.157407862394224	0.0527317970017797	0.023080512368374	0.0356782588407925
6	291.077774139365	1.87388852162319	1.5078002072188	1.01787321899962	0.78166905340542	1.73157097839905	-0.237183715098744	0.0614772471466334	0.825436049083688	-0.0516728479461678	0.323354168824804	-0.263355292143417	-0.0477575949752586	0.143788065448387	0.0509321537985696	0.0280032747700218	0.0374659781526548
7	290.423421333608	1.93951129944574	1.53629601162828	1.0375971729204	0.831111213170818	1.56118072801116	-0.325812865195706	0.0899115968351167	0.979957661780118	-0.0361756166470471	0.345386189497567	-0.216309954922321	-0.0560986085222071	0.156615666363949	0.045887989735153	0.0255038056969441	0.0341204897357581
8	290.116156899041	1.96000050256463	1.55056096421674	1.00216303533783	0.755541227175419	1.7047966030971	-0.280639633158773	-0.0290425367634491	0.814135876442342	0.0338270244548845	0.354583936670578	-0.161387579511752	0.0290988941919173	0.14605387123944	0.0618192286691221	0.0200909008184393	0.0285855575508286
9	291.236092937287	1.92284416770356	1.56150685230612	0.956886445044882	0.772130518297413	1.45035914153451	-0.274137776999951	0.0524994180519651	0.839161354016543	0.00661540427733939	0.382282078177157	-0.217927488393404	-0.0365650535996259	0.161928293454646	0.0500800174557964	0.0188488977690819	0.0285407535801812
10	290.59912102775	1.98696975946819	1.56650297624855	0.967889100235954	0.762075109717218	1.75309313004398	-0.348325721217689	0.0739233544434837	0.975938097133836	-0.0197785145750489	0.184523175471543	-0.159598794446544	-0.0767766379971614	0.149739190588922	0.046661822085302	0.0322961992451673	0.0230345143070393
