(Intercept)	surprisal	prev_surprisal	prev2_surprisal_buggy	prev3_surprisal	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	292.38322682417	2.07208363846573	1.68581806740963	1.06413737410712	0.775852897930769	1.16313626202182	-0.783038395309164	-0.00618067481697726	0.98437477438629	0.0471811666800221	0.447948202166218	-0.26473821504372	-0.0973414317097878	0.210429848891067	0.040632386301421	0.00233348017856544	0.0399928028089561
2	291.777352865266	2.0792268419049	1.61417520431485	1.05505284323677	0.74678293732695	1.42454040288598	-0.480599020613018	-0.0335581903481611	0.810768333507526	0.0149168576879266	0.200890673264329	-0.253061263885648	-0.00226979080370305	0.160904107992567	0.0555830725856062	0.0243958165622642	0.0358113591410132
3	291.144158339234	2.05352468127667	1.67657851842073	1.08997092760121	0.747608770973417	1.56179520450179	-0.338522050996738	0.00830104054457556	0.892855167443193	-0.0269998908191443	0.062839096132975	-0.314607320344606	-0.0800364165645174	0.145830802166889	0.0473456712237731	0.0354629306964682	0.0437464807136812
4	292.136042978227	2.06207413264272	1.58841624348009	1.13017128518247	0.760027927067628	1.22155761838667	-0.420897363912763	-0.0853571208384527	0.936393979929955	-0.0899062312987086	0.107888066832462	-0.227570604570111	0.0144872740509166	0.176223385428226	0.0502704119248433	0.0372056468016094	0.0345546106418889
5	292.381964085796	2.0644366026916	1.67790730826027	1.03183041205541	0.849966631005111	1.44663739170214	-0.530649652143486	-0.0523628721982274	0.938536571214886	-0.0178434029592873	0.253615173927771	-0.326565665287254	-0.148407876170269	0.166506957880143	0.0491476290084374	0.0224813927580405	0.0436080589809858
6	291.91289691669	2.00620243934088	1.66459021772879	1.06415933347061	0.739817657159626	1.57446498957549	-0.407269033727449	0.0188465066920094	0.782079354885013	-0.0622122306535434	0.290508339369067	-0.334272338170986	-0.115921828806863	0.151382337038587	0.0475360101228974	0.02839134503954	0.0467068429561806
7	291.28864727122	2.09249502698256	1.64973434766901	1.08719209738203	0.81093856438479	1.36105304434421	-0.510814851147825	0.0717849459851017	0.920085150454126	-0.0356064824055362	0.317002182181025	-0.292001277059265	-0.11389729973296	0.166964489336608	0.04248734255703	0.0245198140122984	0.0419934217492429
8	291.020377215574	2.15963304159071	1.66040044969767	1.06997934194486	0.746599273395791	1.52999682108931	-0.483897618514926	-0.0452127604006118	0.765938823287457	0.00890020536611445	0.327496378782218	-0.249050464748167	-0.033854103738603	0.154635075849746	0.0579458336396745	0.020503341938907	0.0376054868067531
9	291.915593007407	2.05966584139018	1.66253297873544	1.02378948814831	0.750114999893516	1.30472929715105	-0.455152599292063	0.0345663719659585	0.82374027511943	-0.0114428213815139	0.358250387072552	-0.286303363772769	-0.0849895980628876	0.169525933245762	0.0446284662484397	0.0185466649824067	0.0358338328663929
10	291.300648227901	2.15023358497913	1.63854128847671	1.00386621959122	0.747026848036439	1.57882436546533	-0.538867341679622	0.061463908455463	0.955834856653251	-0.0188472408637508	0.194347561247394	-0.236450393829914	-0.144995612673423	0.158362091727911	0.0419544889051273	0.0302450343895922	0.0325774664557227
