(Intercept)	surprisal	prev_surprisal	prev2_surprisal	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	291.516229593385	2.08237997875034	1.67147810536164	1.1062705743905	1.2114982661933	-0.739795095512876	0.0490688808021146	1.05612270339514	-0.0092597322126221	0.400750124669965	0.0345927710810436	0.180547165311211	0.202905986170232	0.032696873664233	0.00707776780469563	0.0279568692400173
2	291.095767686751	2.09145810825238	1.6070007365172	1.10797744993731	1.45422696091123	-0.443389353134373	0.0183193648060901	0.882759051075054	-0.0530742447638148	0.142403691387137	0.0279875051040915	0.261845908742622	0.154819988101947	0.0475436660594986	0.0304102203645277	0.0249736476232415
3	290.421716536001	2.06838028089403	1.67096500343619	1.13988171295604	1.59603946766143	-0.292511526245767	0.0593917605985312	0.96787968197826	-0.09965661734048	-0.000687863112849939	-0.0315672416997354	0.185502474699938	0.138693519472572	0.0390103302586346	0.0423192576936918	0.0332851034516491
4	291.465265102139	2.07323998949783	1.58098352521081	1.18531126105572	1.24657584407002	-0.383150785196259	-0.03571349224428	0.993157890518126	-0.158370194644073	0.0555140499296074	0.0694764931552939	0.290365701142671	0.170209279417656	0.0429902957962042	0.0424884547170247	0.0219672190438498
5	291.572241538443	2.07538224435143	1.66992902329155	1.09910548801191	1.47902129122346	-0.484831879357679	0.00676452601122805	1.02141812696305	-0.0924821511864045	0.199237740960264	-0.0173341825395104	0.136055216856979	0.159777277628458	0.0401007675016348	0.0282767382087158	0.0335070027365632
6	291.234420908502	2.01771575136941	1.66179985324164	1.12727378073417	1.59520160466375	-0.371156474871008	0.0701248663669892	0.842660813296978	-0.134750072243297	0.232462030304181	-0.0527152386582762	0.169538774677792	0.145901560081755	0.0399378661990863	0.0341669089720364	0.0342211791933906
7	290.504074194928	2.10357401498875	1.64459789228936	1.14198321461161	1.39800967267459	-0.459476217035256	0.122823135372663	0.991523311462033	-0.104345901642389	0.254231154626417	0.0100693267397483	0.172276851901614	0.159252752412139	0.034360569241097	0.030804354214667	0.0309452591203892
8	290.171628880357	2.17138094864519	1.64805927713404	1.13234269051203	1.57906017353168	-0.442818676218707	0.0139682580694982	0.839897377267133	-0.0540817067902791	0.268535558820145	0.031963802260865	0.243592414592752	0.147090074652206	0.0495889788985073	0.0255274771034227	0.0263256714688668
9	291.29918337124	2.07128061931025	1.65416051777588	1.07466378737821	1.3421302643653	-0.415071961938424	0.0882852964537726	0.880223667947385	-0.0803748088008923	0.304530436988233	-0.00782761733414001	0.17207194142059	0.162913701705484	0.0369732403569453	0.0240754264184189	0.0256582197726512
10	290.46275559046	2.15992284308112	1.63169290885721	1.05606049174871	1.61512747785404	-0.493181961035525	0.116811552693169	1.02714518837662	-0.0751281390238328	0.14976231572431	0.0426296088044679	0.118529527215142	0.1513650372343	0.0337069109714854	0.0347667618213038	0.022112004431901
