(Intercept)	surprisal	prev_surprisal	prev_surprisal_buggy	prev2_surprisal	prev3_surprisal	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	292.319297094381	2.0683464293214	2.42453582726677	-0.74012665822124	1.07263888851379	0.777587748480271	1.17362589613518	-0.766854089178551	-0.0254586551091473	0.973290776955286	0.0253502784785657	0.441953598113368	-0.235085187031441	-0.0736311816093879	0.208935223979541	0.0422136879888382	0.00348303965990588	0.0371405987240482
2	291.730765135281	2.07628316624141	2.19781462595564	-0.585318454437309	1.07256320381237	0.749237239113569	1.42876923159749	-0.468576430078574	-0.0471777728881301	0.803607425657219	-0.0140280632252671	0.186708351077475	-0.222314117158147	0.0239407919704704	0.159997511341926	0.0567411572621626	0.0261538162080683	0.0326905565454195
3	291.095915723403	2.05054118104264	2.12573747890437	-0.451918482075361	1.10986569742215	0.750766199889346	1.56637503713123	-0.327379922714849	0.00186686003388164	0.889517434641237	-0.0619034736779537	0.045612709727203	-0.285287031738497	-0.0551187879852778	0.14493521337367	0.0479068854941784	0.0376311728613885	0.0408948940062512
4	292.073096655771	2.06145405270413	1.45791675752871	0.126776275207174	1.15508225376387	0.763654603047696	1.22236317568445	-0.414434166570568	-0.0713465347341984	0.945389602122216	-0.144619826411288	0.0751815290702532	-0.194450201061505	0.0441640603731481	0.17572176636678	0.0493059504121516	0.0410757337536979	0.0312170977723413
5	292.336429149596	2.06231137931608	1.9576014531197	-0.282130413877026	1.06545993986694	0.85215286608233	1.4521698664779	-0.521953184559029	-0.0535830974555662	0.938427454820495	-0.0605797194560419	0.22791690877003	-0.297063692346244	-0.12422612932395	0.165741723804703	0.0492992457505796	0.0252312312286853	0.0407280494933782
6	291.87745537533	2.0044246415482	1.9404962290427	-0.279368257390962	1.0941142669272	0.742384986845696	1.57692410970713	-0.398727459375747	0.0182202568057333	0.781438382201672	-0.104365683414256	0.266534008267976	-0.304941426547852	-0.090204503983946	0.15068935527592	0.0477097484036861	0.0310733479221886	0.0437389349028691
7	291.249210414803	2.08879520726028	2.15885488146272	-0.511020960476828	1.10490503356823	0.8132753381734	1.36914135684076	-0.498082415788094	0.0607243924988268	0.912497761347724	-0.0688939134762667	0.300777203555785	-0.262644272497376	-0.0867111652591562	0.165808170321547	0.0435151962295626	0.0265923457590535	0.0390065120356296
8	290.961220628323	2.15778590862043	1.65068613381819	0.00612409800320451	1.09542672731486	0.748998557662601	1.53243076543619	-0.478172597599093	-0.0344942418127867	0.774448394524428	-0.0391559584432911	0.297325414791155	-0.218115078529618	-0.00671277503249428	0.15413620053691	0.0571030643208313	0.0237989320013963	0.0345721210020283
9	291.862185451006	2.05646437767397	2.27362767544637	-0.613351095701305	1.04670370459175	0.752243775599785	1.31037709833383	-0.444863787303587	0.0214860664123913	0.816665559202376	-0.0387724092149484	0.345492045401711	-0.25710127708185	-0.0607265930645061	0.168721587926932	0.045702125517031	0.0199750382096229	0.0329396850972984
10	291.247784457505	2.14900406816919	1.60426790276985	0.03160056418474	1.02483487317453	0.750575176019002	1.58027397188016	-0.532518215159133	0.0724901480639893	0.961454748599092	-0.0641484543722323	0.16633168340679	-0.207504734670643	-0.119932804276143	0.15777237014622	0.0412253706393935	0.0334390199834375	0.0296600195251511
