(Intercept)	surprisal	prev_surprisal	prev2_surprisal	prev2_surprisal_buggy	prev3_surprisal	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	294.879065247364	2.28881740534878	1.79516557306195	0.721111098045336	0.33736641399144	0.685333946728497	0.67091366712588	-1.20062768520406	-0.267327239363989	0.651454519915343	-0.0929631182598262	0.38659955484241	-0.285642486637942	-0.0177890313075379	0.236651828135315	0.0560630156888428	0.00495378432629721	0.0355907622492134
2	293.921007432275	2.31377341031952	1.73031742336426	0.991185052377828	0.0850109551381205	0.676567179471713	0.924248801830163	-0.912770823261945	-0.274985536573047	0.523299563196521	-0.132666071645343	0.098626277726582	-0.240740638594378	0.129171077407784	0.189047951773463	0.0662970700029744	0.0291262430460378	0.0249752810772716
3	293.6710837494	2.33844588213371	1.79240939092716	1.53872755376277	-0.477630509003987	0.691765431945076	1.02680097052607	-0.787617776509766	-0.253547436826101	0.591010866033222	-0.183227448744463	-0.0397426845847553	-0.306693028249771	0.0176060176306744	0.174559321518515	0.0597396120427439	0.0409425482572503	0.0360358036453721
4	294.701808469152	2.29361320223494	1.71736262752687	1.63970136294421	-0.524115921804268	0.664764786426149	0.711522640915285	-0.864331971175977	-0.349397090759636	0.641958064758828	-0.264665965857499	0.00844289157013065	-0.211626432881974	0.141982262724856	0.205800116416358	0.0633246711467318	0.0428736267348491	0.0250231470535664
5	294.566715818764	2.34730977466999	1.77724384265448	1.62634199212344	-0.611296561727944	0.72657171667835	0.933841354401351	-0.97583040671101	-0.303429920014806	0.628638372228024	-0.160559452543126	0.177235609707776	-0.309103333645039	-0.00114505483012721	0.193330493852472	0.062911746150874	0.025998493857203	0.0349969950188111
6	294.201797405034	2.30442982681418	1.78020670181805	1.23532369380992	-0.182230759988266	0.640561740301058	1.05173754036264	-0.863851971437976	-0.242080914743304	0.482956705992957	-0.195286349407849	0.228324696986268	-0.344233167734939	0.0306326011921688	0.179727294390997	0.059994800298951	0.0300062565745483	0.0401406839655872
7	294.191119534121	2.36973775693893	1.77116636105574	1.14997908329462	-0.0688837611217855	0.74017769749691	0.796717796953931	-0.957481332947019	-0.189546645555358	0.600783075308404	-0.211835587165062	0.233668888454309	-0.324741197496859	-0.0564175026696729	0.197513862302253	0.0561909608516407	0.0303234709224869	0.0379681042623184
8	293.530806675149	2.37886421788654	1.76518924097487	1.74420812340683	-0.658409770023592	0.646322622458912	0.981767005384024	-0.915961501419537	-0.287643784915605	0.471128349178012	-0.183642473710396	0.213771666910023	-0.22171701055576	0.0673959785194808	0.18426929530981	0.0695990885583167	0.0289129864719198	0.0302823590477198
9	294.352761299029	2.2824461975772	1.79342732897615	1.32689548856334	-0.261950808025774	0.6633405266786	0.819485589065588	-0.865937839590693	-0.226028923253572	0.513049642172318	-0.184498511704962	0.229800571004137	-0.280656952441929	-0.0185546268011666	0.195402378722083	0.0568254610293439	0.0256832102432183	0.0316148911061626
10	294.162002377742	2.42844622565768	1.75220883921202	1.17496479893302	-0.129155665565234	0.648973866556323	1.04036053858401	-1.01103162525368	-0.207111571006164	0.647125648692583	-0.175263908568643	0.0711711762706734	-0.265142297287465	-0.081508109148558	0.188526550079485	0.0569223231399083	0.0352906827793175	0.0317318300450209
