(Intercept)	surprisal	prev2_surprisal	prev3_surprisal	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	293.19161118349	2.24433445554027	1.16405432202125	0.733067160765614	0.827189849241196	-1.02153719271083	0.560663655562191	1.53927022672491	-0.167315534304083	0.319429465600263	-0.198954465960188	-0.0632365347348186	0.230212239059494	0.0216272140818756	0.016882144637234	0.0301143062243467
2	292.322069825818	2.28108714198715	1.19118078190131	0.731463269360454	1.08691308162504	-0.69996293459665	0.524650488482152	1.33494818038025	-0.179206424378795	0.0550235743124697	-0.204977859397684	0.0161238810144424	0.177504985904482	0.0373067490489904	0.0368948493500031	0.0280593264444208
3	292.01132400791	2.27983886013519	1.15588415945235	0.71477527276453	1.16516674245924	-0.591408037513106	0.592357686382493	1.4697971950478	-0.22348536490801	-0.0780313672306946	-0.25567589447375	-0.0783684146162129	0.167194898274058	0.0249784957289373	0.0508563717696074	0.036574636181641
4	292.956324326388	2.2389432642097	1.23753032970931	0.719802908863058	0.86384967819324	-0.658334932634408	0.469108609288443	1.4735631087868	-0.299046109625394	-0.0510404130592694	-0.164512866003259	0.0504024354733882	0.196631824736366	0.0291052557575677	0.0524704338439048	0.0242155545439084
5	292.870973871411	2.27782706385983	1.15732277113959	0.788715412778668	1.11929035409816	-0.767587085333972	0.518905718197867	1.48322938006477	-0.208668852617383	0.140843646734093	-0.273506498044805	-0.0929139315215093	0.183128566656197	0.0304119231251444	0.0338787228712843	0.0343407259383903
6	292.521007915999	2.20044269839007	1.18986982609036	0.692028224619894	1.23876004531427	-0.613853336396774	0.59377824647403	1.31173640970768	-0.27547221941936	0.130662620678603	-0.26274926613635	-0.08308413997212	0.167312357622166	0.0280618830907031	0.0439156506943053	0.0369403636207614
7	291.954223886508	2.29293676390789	1.18364474911936	0.788604577452941	1.04017573916725	-0.745552490369051	0.626402784245336	1.46155140381568	-0.241940550245167	0.208567537122801	-0.225042948915423	-0.0989246717533464	0.183488096060159	0.0240400668598321	0.0373801141349836	0.0317990923769981
8	291.50050466034	2.35268044815417	1.17365173148748	0.696601379689694	1.17653665945465	-0.718966320478645	0.518349140570767	1.31140723930201	-0.18674138205171	0.190203627927225	-0.161964120792069	0.022236259387126	0.17317246893819	0.0391390578148989	0.0345128321762153	0.0258620374924556
9	292.332027146694	2.2506114690034	1.16218752820614	0.717924851580769	0.970368523582583	-0.680724750982308	0.625862808129516	1.37177650016784	-0.222745827613913	0.207081341262144	-0.204323963774662	-0.0660635915618011	0.187286462024605	0.0235287155002333	0.0337023312963771	0.0256004637745351
10	292.192199346261	2.36006276146958	1.12830992453159	0.691605024870899	1.21412022971206	-0.774057369894035	0.63403058420101	1.49912145504223	-0.225360470148358	0.015968215213341	-0.178621692342943	-0.161356004409054	0.176710883581722	0.0212079821974123	0.0464229498768099	0.0272442092617271
