	word	piantadosi	piantadosi_buggy	cch	cch_buggy	zipf	length	only_lowercase_letters
73951	constituting	11.095618322666269	11.286841333333333	11.674223888888994	11.842379614568575	1.791759469228055	12	True
73952	constitution	3.615879275399493	3.42814247125	5.175481969147211	5.149084205444712	2.772588722239781	12	True
73956	constitutional	4.924424779954279	4.912389982142857	6.4707277539572745	6.451029830362504	3.332204510175204	14	True
73957	constitutionality	0.7907975038979203	0.7889034	0.7907975038979203	0.7889034	0.0	17	True
73958	constitutionally	7.197448492050171	6.4272704	7.197448492050171	6.4272704	0.0	16	True
73960	constitutiones	12.5183039708063	12.506526	12.518303970806302	12.506526	0.0	14	True
73961	constitutions	1.4215186194160196	1.2807121533333334	2.144162968447502	1.9320519184896343	1.0986122886681098	13	True
73963	constrained	8.459447683766484	8.637974	8.459447683766484	8.637974	0.0	11	True
73965	constraining	11.426328588160686	11.426141	11.426328588160686	11.426141	0.0	12	True
73966	constraint	4.584628589451313	4.5097756	4.584628589451313	4.5097756	0.0	10	True
73967	constraints	1.3922462509945035	1.292876845	1.8490915105438397	1.9617248541673638	0.6931471805599453	11	True
73971	constricted	3.495136107550934	3.17986635	3.8225978415838444	3.6683519436101286	0.6931471805599453	11	True
73972	constriction	7.569814978167415	7.5665555	7.569814978167415	7.5665555	0.0	12	True
73973	construct	5.202768048726615	5.173351007272728	7.086026102403777	7.04447981862962	2.3978952727983707	9	True
73974	constructed	3.3016124459452016	3.250168518435484	4.777253081522019	4.839198393976527	4.127134385045092	11	True
73977	constructing	5.4220013033718715	5.4196098500000005	7.954039378296738	7.953143228055811	1.3862943611198906	12	True
73978	construction	3.6574018130110013	3.577035584180597	5.2093893186361	5.3842749987348375	4.897839799950911	12	True
73981	constructional	8.980762399267405	8.982236	8.980762399267405	8.982236	0.0	14	True
73982	constructions	6.567612090148032	6.50388415	7.321722933683626	7.225976364699938	0.6931471805599453	13	True
73983	constructive	5.656914380689462	5.5593493333333335	5.725424070485937	5.652813781077379	1.0986122886681098	12	True
73984	constructors	9.99564491957426	9.247048	9.99564491957426	9.247048	0.0	12	True
73985	constructs	4.953194001689553	4.925912	4.953194001689553	4.925912	0.0	10	True
73988	consular	4.599269525351701	4.59996735	4.683677729113598	4.683519157101152	0.6931471805599453	8	True
73989	consulate	1.6358122734818608	1.6200051000000002	1.917395785160026	1.9123274962097958	0.6931471805599453	9	True
73990	consult	5.186185246275273	5.182031266666667	7.90938169079372	7.903661934221344	1.0986122886681098	7	True
73991	consultancies	10.446356998756528	10.417195	10.446356998756528	10.417195	0.0	13	True
73992	consultancy	3.220473297580611	3.174757325	4.74379603455668	4.6751312073285956	1.3862943611198906	11	True
73995	consultant	5.416259327226064	5.229544435	8.581366968548707	8.682983747986684	2.3978952727983707	10	True
73998	consultants	6.800847513601184	6.75576085	7.8804294438676825	7.847422621241004	1.3862943611198906	11	True
74000	consultation	5.844175215787254	5.4795581	7.427957305533279	7.069176156991033	1.6094379124341003	12	True
74003	consultative	7.789505704655312	7.7803139	10.879629298913471	10.88420974611778	0.6931471805599453	12	True
74004	consulted	7.929772191098891	7.839998916666666	9.465985015996424	9.53492366323333	1.791759469228055	9	True
74005	consulting	5.609673591452355	5.602619157272727	7.24226121613902	7.2318149171597375	2.3978952727983707	10	True
74007	consume	4.7338731630356055	4.603234946	7.514879134756715	7.707741403707268	1.6094379124341003	7	True
74008	consumed	5.542432310159451	5.416862228571428	6.982209598547518	6.894997092277507	1.9459101490553132	8	True
74011	consumer	3.6018714457038894	3.571397475333333	7.15175648832001	7.122183799190126	2.1972245773362196	8	True
74016	consumers	4.971000517369248	4.942710207	7.479553541811269	7.4575383507403945	2.302585092994046	9	True
74019	consumes	12.48036245070398	12.5979805	12.48036245070398	12.5979805	0.0	8	True
74020	consuming	3.6158538046778026	3.8127910333333332	6.098524318316832	5.866991065564851	1.791759469228055	9	True
74021	consummate	5.45758339339712	5.456425866666667	5.8387718303340455	5.8378139560055695	1.0986122886681098	10	True
74022	consummated	3.358014867132624	3.131021	3.3580148671326238	3.131021	0.0	11	True
74023	consumption	2.9275361279025676	2.814178505333333	5.3227280631242815	5.196898908095894	2.70805020110221	11	True
74025	contact	3.4830516022349034	3.4136475646551725	5.1233880785236705	5.08344318062282	4.060443010546419	7	True
74028	contacted	4.855666889879186	4.831601272727273	5.201148328433234	5.201766148441598	2.3978952727983707	9	True
74031	contacting	6.214116928526589	6.221740199999999	6.862993946425376	6.870164095255129	1.0986122886681098	10	True
74032	contacts	4.768937561066674	4.651791837894737	6.960851906898566	7.019590115508548	2.9444389791664403	8	True
74035	contagion	6.779451406560838	5.96862	6.779451406560838	5.968619999999999	0.0	9	True
74036	contagious	4.266056029009633	3.60019585	4.809020049364884	3.828595689514654	0.6931471805599453	10	True
74038	contain	3.679338039500149	3.6959071468965514	5.1934088485102405	5.209912648961731	3.367295829986474	7	True
74039	contained	4.954428578993409	5.020433806666667	5.897712810927362	5.982939524786868	3.8066624897703196	9	True
74041	container	2.3743624789640307	2.08715686	3.3938302468252317	3.6390609717452542	1.3862943611198906	9	True
74045	containers	3.498701781965792	3.5400639	3.5530770935637284	3.582092260369656	0.6931471805599453	10	True
74047	containing	4.614595283215475	4.872534377358491	5.721091598645501	5.963869962830683	3.970291913552122	10	True
74048	containment	5.97608730616048	5.9878982	8.651011907855166	8.637238816161368	1.0986122886681098	11	True
74050	contains	4.130632374008912	4.320141739239131	5.237417798074279	5.901360764803772	4.5217885770490405	8	True
74051	contaminated	2.688489699794445	2.56777034	3.384843387932129	3.085300966078172	1.3862943611198906	12	True
74052	contaminating	9.468181419477332	9.467705	9.468181419477332	9.467705	0.0	13	True
74053	contamination	3.9783540423668455	3.74703640675	7.095445633349477	7.211793477654447	1.3862943611198906	13	True
74055	contemplated	5.491636238526553	8.155468	5.491636238526553	8.155468	0.0	12	True
74056	contemplating	12.590588946128264	12.591729	12.590588946128262	12.591729	0.0	13	True
74058	contemporaneous	9.205508639570326	9.215001	9.305915937078712	9.310675790014239	1.0986122886681098	15	True
74059	contemporaries	3.3718027472745495	2.84770712	4.8057158164694	4.906933526955007	1.9459101490553132	14	True
74061	contemporary	5.044852686522907	5.029441097391304	6.3796474118915185	6.378913706079972	4.23410650459726	12	True
74064	contempt	6.68785402784124	6.643145731999999	8.800867049936876	8.738373703440354	1.6094379124341003	8	True
74066	contemptuously	10.96522978367284	11.171312	10.96522978367284	11.171312	0.0	14	True
74067	contended	3.488859091885388	3.5596061	4.166145698626891	4.2518185365137615	0.6931471805599453	9	True
74068	contender	1.7358425523561891	1.5714936431250002	4.009538538169648	3.6451113771274493	2.0794415416798357	9	True
74071	contenders	0.5942566189914942	0.58644235	0.5942566189914942	0.58644235	0.0	10	True
74073	contending	5.274902820587158	5.251729	5.274902820587158	5.251729	0.0	10	True
74074	content	3.583437199199001	3.4637820557386365	5.828870582464081	5.759000043961393	3.784189633918261	7	True
74077	contention	1.22530642124669	1.2021059915	2.5164997426189935	2.505990264205302	1.791759469228055	10	True
74079	contentious	7.156269748855266	7.156332666666667	8.320521693490592	8.321167099488575	1.791759469228055	11	True
74082	contents	6.332085380046111	6.227771644444444	7.734504901847363	7.730756084099487	2.1972245773362196	8	True
74083	contest	4.576789808929243	4.361097593	6.033484303247799	5.692210666948987	2.995732273553991	7	True
74086	contestant	3.8039927631616592	3.6475992	3.8039927631616592	3.6475992	0.0	10	True
74088	contestants	4.205290284357034	4.17515991	6.2921350820707875	6.270000796119679	1.791759469228055	11	True
74090	contested	4.784765760084156	4.785440020625	7.290920953198771	7.288549112071325	2.772588722239781	9	True
74094	contesting	6.304691258163075	6.19202162	7.497736834499522	7.509733028602171	1.6094379124341003	10	True
74095	contests	5.130555773852393	4.99657626	7.5008636626864895	7.455365612945053	1.6094379124341003	8	True
74098	context	4.102518075906449	3.9428964818181815	5.382611192336303	5.342852615603306	3.091042453358316	7	True
74102	contexts	3.760046399384737	3.5301677	4.390626564817421	4.110950696699204	1.6094379124341003	8	True
74103	contextual	13.822264172136784	13.756001	13.822264172136784	13.756001	0.0	10	True
74104	contiguous	3.794566471253347	3.7356106875	4.618965906619796	4.552013209550873	2.0794415416798357	10	True
74105	continent	4.122326417877856	3.833654585222222	10.060775822413584	10.223452578630148	2.1972245773362196	9	True
74108	continental	4.204208424158777	4.164866409055556	6.790897731062198	6.749209418219694	2.8903717578961645	11	True
74111	contingency	4.171830862760544	4.0033584	4.171830862760544	4.0033584	0.0	11	True
74112	contingent	4.98174927115906	4.9741091	5.334330668109788	5.3311785399292555	0.6931471805599453	10	True
74113	continual	5.630201988853514	5.6302147	5.630201988853514	5.6302147	0.0	9	True
74114	continually	9.043838840501849	8.9875687	9.43170202292643	9.398336188324286	1.6094379124341003	11	True
74115	continuance	4.754110991954804	4.3410244	4.754110991954804	4.3410244	0.0	11	True
74116	continuation	4.943414614404901	4.94102915	7.470254436053619	7.471240064782992	1.3862943611198906	12	True
74117	continue	3.5470594127578154	3.5101859407375002	4.548537974003576	4.549799536768539	4.382026634673881	8	True
74120	continued	3.945457220762927	3.9704053808474575	4.673191402265772	4.705676360810293	5.4638318050256105	9	True
74124	continues	4.110128612921567	4.161528096491228	5.187736077985357	5.235790132813712	4.04305126783455	9	True
74127	continuing	5.582803881568543	5.651556054666667	7.581357578216407	7.6818236578365555	3.4011973816621555	10	True
74128	continuity	5.596778861247003	5.582478549999999	6.585648920798391	6.57741272343405	0.6931471805599453	10	True
74130	continuo	4.209226217557443	4.1455980199999996	7.790612235272488	8.10240962350921	0.6931471805599453	8	True
74131	continuous	6.293907267895217	6.24750118074074	7.589400837620532	7.532097716949363	3.295836866004329	10	True
74134	continuously	7.449433455734834	7.4597280999999995	8.235664108777558	8.270461002674235	2.0794415416798357	12	True
74135	continuum	5.160612862246732	5.183331633333333	6.9446174348560055	7.0152384586536956	1.0986122886681098	9	True
74137	contraband	6.98738371883519	6.978038	6.98738371883519	6.978038	0.0	10	True
74138	contraceptive	15.477512964047492	15.464755	15.477512964047492	15.464755	0.0	13	True
74139	contract	1.903547033092312	1.7979438036089654	4.617455511170747	4.6916643187802185	4.976733742420574	8	True
74142	contracted	6.649791919404898	6.666459385714286	8.046065042036673	8.059056802099546	2.6390573296152584	10	True
74144	contracting	3.360501453978941	3.359568	3.360501453978941	3.3595679999999994	0.0	11	True
74145	contraction	2.013750731945038	1.5423363	2.013750731945038	1.5423363	0.0	11	True
74146	contractor	2.5679831277494403	2.3255146665454545	3.9607042178865965	3.615540742851776	2.3978952727983707	10	True
74149	contractors	3.2653536746899285	2.88746385	4.665529032681189	4.2347649436209585	1.0986122886681098	11	True
74152	contracts	3.6887675828977744	3.524637940454545	5.054195680958173	4.9297292615079975	3.091042453358316	9	True
74155	contractual	5.2466592588534695	5.245475875	6.391124903250747	6.389840067532301	1.3862943611198906	11	True
74156	contradicted	7.837716827457673	7.496153766666666	9.201450085237258	8.521618777283134	1.0986122886681098	12	True
74157	contradicting	9.56146914825149	9.56716825	10.340526098972532	10.342588757525366	0.6931471805599453	13	True
74158	contradictions	7.70887965708971	7.655922733333334	8.078731173848826	8.036530563986958	1.0986122886681098	14	True
74160	contradictory	8.624828747628877	8.5731569	9.194909446468873	9.182774409562585	1.0986122886681098	13	True
74161	contraindicated	3.1482433080673218	2.6493917	3.1482433080673218	2.6493917	0.0	15	True
74164	contrarian	8.974171569570899	8.956017	8.974171569570899	8.956017	0.0	10	True
74165	contrary	5.804173060514066	5.804777785714285	7.113828347341751	7.112716303179337	1.9459101490553132	8	True
74168	contrast	2.7816536920139763	2.6794355763703703	4.942002561582979	4.9095692493398015	3.295836866004329	8	True
74170	contrasted	7.857820934819756	7.890625249999999	8.173125855413808	8.225562901138362	1.3862943611198906	10	True
74171	contrasting	10.605091303004883	10.606618000000001	11.698128373391222	11.701303065539646	0.6931471805599453	11	True
74172	contrastively	7.6420648992061615	7.2473493	7.6420648992061615	7.2473493	0.0	13	True
74173	contrasts	5.801979772106279	5.43003814	6.012360749067345	5.862436722246946	1.6094379124341003	9	True
74174	contravention	3.4974444416584447	3.5040698	3.4974444416584447	3.5040698	0.0	13	True
74175	contribute	4.3485929191450685	4.31766993317619	5.284116283062408	5.285618787256028	3.044522437723423	10	True
74176	contributed	5.0614429835082735	5.1302213070212765	5.965966423619426	6.013038927883011	3.8501476017100584	11	True
74178	contributes	5.7365958568174396	5.75068712	6.724477597965917	6.724226921658322	1.6094379124341003	11	True
74179	contributing	5.058711066793062	5.080758745263157	8.008437861532524	8.074409576534787	2.9444389791664403	12	True
74180	contribution	4.648023253856903	4.590234772806451	6.206730129535824	6.210635314457122	3.4339872044851463	12	True
74183	contributions	3.4382238577993123	3.4163879265	4.867826178417524	4.8556908946107	3.4011973816621555	13	True
74187	contributor	3.2684709641885443	3.2621988923076923	4.247753019952114	4.243387902105855	2.5649493574615367	11	True
74189	contributors	0.3571997181861661	0.3455600525	0.4591810686567138	0.45859934423551596	1.3862943611198906	12	True
74191	contrived	13.677846365608277	13.776072	13.677846365608275	13.776072	0.0	9	True
74192	contriving	10.20322863291949	10.195237	10.20322863291949	10.195237	0.0	10	True
74193	control	2.660294805589764	2.6120806447973854	4.925567114561356	5.026260743097369	5.030437921392435	7	True
74196	controlled	3.825928267926169	3.8235684597142856	5.986645960432183	6.000322137032932	3.7376696182833684	10	True
74199	controller	3.8521543805148792	3.7506532509090906	5.804736940329091	5.855776032776674	2.3978952727983707	10	True
74202	controlling	6.497261051796765	6.495938355555555	7.654820088942519	7.655119666760859	2.1972245773362196	11	True
74203	controls	4.113523121987237	3.855490373	7.13178901728541	7.371515335345274	2.302585092994046	8	True
74208	controversial	5.396925802921312	5.180334768461539	6.801619079293287	6.905126748491252	3.258096538021482	13	True
74211	controversially	10.782527570573924	10.786002333333334	11.024658346797354	11.022996456759373	1.0986122886681098	15	True
74212	controversies	6.321031879298971	5.779569	6.321535136745902	5.826384551105801	0.6931471805599453	13	True
74213	controversy	4.4725082010041834	4.1950550642857145	5.789397765583048	5.755128878758827	3.044522437723423	11	True
74217	contusions	6.118164964020252	5.8968654	6.118164964020251	5.8968654	0.0	10	True
74218	convalescence	10.203020745888352	9.992682	10.203020745888352	9.992682	0.0	13	True
74220	convection	3.3909811431076378	3.3612439650000003	6.546087960832476	6.39412688682152	0.6931471805599453	10	True
74222	convene	4.3519803009294264	4.355030625	5.430276591351053	5.42606233197428	1.3862943611198906	7	True
74224	convened	3.929906396584556	3.8108285	4.858922155695899	4.907239966697097	1.3862943611198906	8	True
74225	convenes	2.8480460002319887	2.85307805	3.283962296526474	3.284031637042045	0.6931471805599453	8	True
74226	convenience	4.962582544268419	4.930904886666666	8.21848726174012	8.208969209245828	1.0986122886681098	11	True
74227	convenient	5.436033646023134	5.409934375	6.256464411446842	6.224834789112791	2.0794415416798357	10	True
74228	conveniently	5.6488963002339005	5.65729	5.6488963002339005	5.657289999999999	0.0	12	True
74229	convening	9.193132533924654	9.259132	9.193132533924654	9.259132	0.0	9	True
74230	convent	3.9736957724953754	3.5775446852857145	8.074693922948027	8.45319231273894	1.9459101490553132	7	True
74233	convention	3.022282559100339	2.9275470716428567	6.477146291673082	6.463252980157158	2.6390573296152584	10	True
74237	conventional	4.166432879887344	4.158750584285714	5.345534589012326	5.33501395601055	3.044522437723423	12	True
74239	conventionally	10.9541305162129	10.969334	10.9541305162129	10.969334	0.0	14	True
74240	conventions	6.626816288335249	6.6012647	7.139252543013801	7.131746517086185	0.6931471805599453	11	True
74241	converge	4.84528036089614	4.83110105	5.188212441387903	5.180792589597587	0.6931471805599453	8	True
74243	converged	6.365885791947221	6.327131875	6.442907250362124	6.401941887772727	1.3862943611198906	9	True
74244	convergence	4.392108198677306	4.2069801	8.03121934313702	8.307173173981768	1.3862943611198906	11	True
74246	convergent	0.9512498467229308	0.9497652	0.9512498467229308	0.9497652	0.0	10	True
74247	converging	6.190463865175843	6.182128	6.190463865175843	6.182128	0.0	10	True
74249	conversation	5.37367318796977	5.107419268888889	6.69837683979349	6.547550660941556	2.1972245773362196	12	True
74252	conversations	3.9902724544299417	3.8438205735	6.544153606950884	6.5227246067402875	2.0794415416798357	13	True
74255	conversely	7.928427540697157	6.40561415	9.133120696002347	7.334217752920468	0.6931471805599453	10	True
74256	conversing	9.419471127757182	9.392029533333334	10.359025848996575	10.454947523112898	1.0986122886681098	10	True
74257	conversion	3.4515410289071347	3.2880214772222223	6.120674275620672	6.195699406919301	2.8903717578961645	10	True
74259	conversions	3.2021527886390686	3.7944694	3.2021527886390686	3.7944694	0.0	11	True
74261	convert	5.282559864229618	5.280384618181818	5.516511894294844	5.513915865442529	2.3978952727983707	7	True
74263	converted	3.761613908119822	3.722881807291667	5.6755943321255815	5.704063353636566	3.871201010907891	9	True
74265	converter	0.185745432972908	0.045569353	0.18574543297290802	0.045569353	0.0	9	True
74266	converting	4.796381303658563	4.9665975125	5.807232533828606	5.890902494598027	2.0794415416798357	10	True
74267	converts	5.1219870928296585	5.1400815	6.184442842670943	6.217985089630819	1.6094379124341003	8	True
74268	convex	2.143675711005926	1.5802317499999998	2.3250228833592566	1.5921174200541692	0.6931471805599453	6	True
74270	convey	6.320235134859104	6.3590325750000005	6.906024943324693	6.933319049611806	1.3862943611198906	6	True
74272	conveyed	6.716202555069079	6.714533333333333	7.8164206174079975	7.807289871710419	1.0986122886681098	8	True
74273	conveyor	6.366907928138971	6.3418546	6.366907928138971	6.341854599999999	0.0	8	True
74274	conveys	11.545927985585877	11.541964	11.545927985585877	11.541964	0.0	7	True
74275	convict	4.301511198282242	4.0754358	6.176664222575426	6.114306743439289	0.6931471805599453	7	True
74277	convicted	2.1050232491300753	2.03474559	3.566233804300273	3.5141761915205696	2.70805020110221	9	True
74279	conviction	3.313751316002001	3.0932856388888887	6.1566039333928915	7.224352613851392	2.1972245773362196	10	True
74282	convictions	3.502148061277694	3.4990019500000002	3.624450471016978	3.621099447214708	1.3862943611198906	11	True
74283	convince	3.1874834840032586	3.191338289230769	3.7001039815834162	3.7075486789837653	2.5649493574615367	8	True
74284	convinced	5.894192361106809	5.995580235294118	6.77586619918171	6.997922464272281	2.833213344056216	9	True
74285	convinces	4.314831872161209	4.392573466666666	4.8760357213895675	4.928963114355259	2.1972245773362196	9	True
74286	convincing	6.680719630670501	6.679227020000001	8.343723492410906	8.340044490109673	1.6094379124341003	10	True
74287	convincingly	5.416077891055465	5.3892823	8.354065763209581	8.552763738250597	0.6931471805599453	12	True
74288	convoked	4.815276948851533	4.822776	4.815276948851533	4.822776	0.0	8	True
74289	convoluted	5.356826701448881	5.1631508	8.490586991761042	8.491018091475345	1.3862943611198906	10	True
74290	convoy	2.916101790765034	2.594674318035714	4.422604100617584	4.590309043539959	3.332204510175204	6	True
74293	convoys	4.042022541134581	3.7946493466666666	5.33854051873908	5.28021828885597	1.791759469228055	7	True
74295	cook	5.496958076953888	4.847158133333333	5.634807639090308	4.913155442003417	1.0986122886681098	4	True
74296	cookbooks	1.9762275721877813	1.1604326	2.0490756219893447	1.1604355451875876	0.6931471805599453	9	True
74298	cooked	2.9948203537147493	2.9858284619999997	4.23280388778904	4.213434572265694	1.6094379124341003	6	True
74299	cookery	10.204485500697048	10.411703	10.204485500697048	10.411703	0.0	7	True
74300	cooking	3.524457012092832	3.1582211763636363	5.055740247912329	4.601228992294945	2.3978952727983707	7	True
74303	cooks	4.679574554786086	4.673543	4.679574554786086	4.673543	0.0	5	True
74304	cool	3.7664558089246776	3.6725817025714287	6.024249485608138	6.052893062174724	1.9459101490553132	4	True
74306	coolant	2.3879987777909264	2.01472895	2.7309264132990068	2.148679817871642	0.6931471805599453	7	True
74307	cooled	1.3563531649609406	2.288168	2.672957575935649	2.5025643108180633	1.0986122886681098	6	True
74309	cooler	4.539845015853643	4.503078400000001	5.15357681235624	5.11125233298493	1.0986122886681098	6	True
74310	coolest	4.835663721896708	4.8039427	4.835663721896708	4.8039427	0.0	7	True
74311	coolie	9.541646994650364	9.48274	9.541646994650364	9.48274	0.0	6	True
74312	coolies	9.444983016699553	9.432716	9.444983016699553	9.432716	0.0	7	True
74313	cooling	3.142823086111233	3.1464740123076926	4.799749555153854	4.794617153589782	2.5649493574615367	7	True
74316	cooperate	7.143650500724713	7.092858799999999	7.188574965275142	7.147269205114331	1.0986122886681098	9	True
74317	cooperated	7.005124539689859	7.228078575	7.254130807426648	7.515723542528807	1.3862943611198906	10	True
74318	cooperates	6.794844721443951	6.817346	6.794844721443951	6.817346	0.0	10	True
74319	cooperating	5.041235933623587	4.984310366666667	8.365243291675093	8.396373042761724	1.0986122886681098	11	True
74320	cooperation	5.368109499414762	5.343009547916666	7.577944229880743	7.587226547585693	3.1780538303479458	11	True
74322	cooperations	8.63382177054882	7.3263245	8.63382177054882	7.3263245	0.0	12	True
74323	cooperative	4.56619708479007	4.613267250233333	6.633069715841389	6.640459989252126	2.1972245773362196	11	True
74324	cooperatively	7.4265921009282465	7.08667468	12.20591843501757	12.43285298006783	0.6931471805599453	13	True
74325	coordinate	4.8232787120422085	4.817912542857143	6.463397257674383	6.464918844957069	1.9459101490553132	10	True
74326	coordinated	6.429059838886712	6.429842157272727	7.755770900502274	7.776942825466367	2.3978952727983707	11	True
74327	coordinates	4.620617874742796	4.614070633333333	6.342670349323108	6.34435121464631	1.0986122886681098	11	True
74328	coordinating	4.011986610252643	4.00919156	4.835463240896834	4.831081663015359	1.6094379124341003	12	True
74329	coordination	5.12740276087009	5.0796746	6.6588447902127745	6.61343727549193	1.9459101490553132	12	True
74331	coordinator	3.809858443099074	3.741259795714286	6.147578168199195	6.075711748483373	1.9459101490553132	11	True
74332	coordinators	7.16742847149726	7.1745234	7.16742847149726	7.1745234	0.0	12	True
74333	coot	4.804378837347031	4.7990885	4.804378837347031	4.7990885	0.0	4	True
74334	cop	5.974163557092349	5.6603018	8.416538303782595	8.798293143374314	1.0986122886681098	3	True
74337	cope	4.4295348383893725	4.4364566750000005	5.405053250085434	5.33266312598395	1.3862943611198906	4	True
74338	coped	4.890285535133444	4.8912506	4.890285535133444	4.8912506	0.0	5	True
74339	copepods	9.146093441173434	8.679653	9.146093441173434	8.679653	0.0	8	True
74340	copied	5.858911045477726	5.8722767000000005	6.33233173899803	6.3704428575020975	1.791759469228055	6	True
74342	copier	9.910620965063572	9.852483	9.910620965063572	9.852483	0.0	6	True
74343	copies	2.069456865972275	1.9116312848372092	5.3421044196274465	5.679271568303255	3.7612001156935624	6	True
74348	copings	5.509616201743484	5.4633665	5.509616201743484	5.4633665	0.0	7	True
74349	copper	2.3381800038429597	2.1570605630666666	4.273643742614941	4.303009740932033	2.70805020110221	6	True
74354	coproduction	10.884703011717647	10.883397	10.884703011717647	10.883397	0.0	12	True
74355	cops	4.013601299375296	4.0064645	4.013601299375296	4.0064645	0.0	4	True
74358	copy	3.7889515448472855	3.7578292364285715	5.593685732610928	5.676124858782187	3.332204510175204	4	True
74361	copying	8.764660441316664	8.75826	8.764660441316664	8.75826	0.0	7	True
74365	copyists	5.440235640853643	5.3842764	5.440235640853643	5.3842764	0.0	8	True
74366	copyright	0.2964810580015182	0.16236697	0.2964810580015182	0.16236697	0.0	9	True
74369	copywriter	1.7385073360055685	1.7245613	1.7385073360055685	1.7245612999999997	0.0	10	True
74372	coral	3.4530753610389575	3.3240488	4.828746829570304	4.565871128445731	1.9459101490553132	5	True
74373	corbelling	8.696713358163834	8.140999	8.696713358163834	8.140999	0.0	10	True
74375	cord	4.125015686266124	3.74879027275	7.58700923488205	7.374632354298527	1.3862943611198906	4	True
74379	cordgrass	8.170270904898643	7.4076757	8.170270904898643	7.4076757	0.0	9	True
74381	cordoned	5.25849837064743	4.6985116	5.25849837064743	4.6985116	0.0	8	True
74382	corduroy	7.093367291876348	7.03262025	9.093973183552889	8.98546546998114	0.6931471805599453	8	True
74383	core	4.514844255381613	4.4834542834399995	6.4453941096812635	6.414288462234174	3.912023005428146	4	True
74387	cores	7.268717290367931	6.321552799999999	7.32344768622566	6.713484714519965	0.6931471805599453	5	True
74390	coriander	3.279187362117227	2.2472224	3.279187362117227	2.2472224	0.0	9	True
74392	cormorants	3.787146350798139	3.7767274	3.787146350798139	3.7767274	0.0	10	True
74394	corn	4.228197289630771	4.099916211111111	5.621999792246855	5.5451796429778675	2.1972245773362196	4	True
74396	corner	2.7112490082217846	2.5603469266875	4.948007504048065	4.972462363106693	3.4657359027997265	6	True
74398	cornered	0.5081180762499571	0.03135203	0.5081180762499571	0.03135203	0.0	8	True
74399	corners	1.3877017945827295	1.1561791566666666	1.8523023729988568	1.841774438771292	1.791759469228055	7	True
74401	cornerstone	8.132871407782659	8.110564166666666	8.282349719194908	8.270189432509648	1.0986122886681098	11	True
74402	cornet	3.798128519207239	3.727478	3.798128519207239	3.727478	0.0	6	True
74403	cornice	3.659903362063536	3.2656833333333335	4.273629157062124	3.926229736967899	1.0986122886681098	7	True
74406	corniced	9.718838026747108	9.890034	9.718838026747108	9.890034	0.0	8	True
74408	corny	7.938904570415616	6.9087315	7.938904570415616	6.9087315	0.0	5	True
74409	corolla	4.018742441060022	3.9624786700000003	4.908614073114374	4.759361405860667	2.302585092994046	7	True
74411	corollas	1.5759397046640515	0.93324775	1.5759397046640513	0.93324775	0.0	8	True
74412	coronary	4.9350591710147755	4.926593133333333	9.569928770600649	9.569697712559146	1.0986122886681098	8	True
74413	coronation	7.33825769458781	7.250179275	9.630407540681926	9.523829041370837	1.3862943611198906	10	True
74415	corpo	6.2400186732411385	6.129732150000001	6.257098742783858	6.141233042764279	0.6931471805599453	5	True
74416	corporal	10.67234962125076	10.6740025	10.702550248029924	10.704295172062071	0.6931471805599453	8	True
74417	corporate	4.658557518772431	4.65401368	5.484988901761155	5.480887717306718	2.995732273553991	9	True
74419	corporation	3.883734225093996	3.72313772	6.28950696046989	6.356643754664358	2.5649493574615367	11	True
74423	corporations	5.458057877297203	5.000945066666667	7.358643156902655	7.093319697750477	1.0986122886681098	12	True
74426	corporeal	12.011928776162677	12.027115	12.011928776162675	12.027115	0.0	9	True
74427	corps	2.8655310786728347	2.800808694285714	3.6493155145731797	3.561036121371188	1.9459101490553132	5	True
74430	corpse	3.5371109223148474	3.2397408	3.6295470202098064	3.4559275425387916	1.0986122886681098	6	True
74433	corpses	7.258229485771153	7.20063575	9.376527878930322	9.383905966640326	0.6931471805599453	7	True
74438	corralled	6.547727321332786	6.497295	6.547727321332786	6.497295	0.0	9	True
74439	correct	4.082729135182065	3.967087724	5.784761076641259	5.795988881709057	2.70805020110221	7	True
74443	corrected	8.430294385179877	8.577148000000001	8.785934814544802	8.868175404986365	0.6931471805599453	9	True
74445	correction	0.37328399911833304	0.9053717133333333	0.5640219432082852	2.0394532958963203	1.0986122886681098	10	True
74449	correctional	7.5131668339599855	7.556652	7.5131668339599855	7.556652	0.0	12	True
74450	corrections	0.8218015134334564	0.7588577	0.8218015134334564	0.7588577	0.0	11	True
74452	corrective	9.25729097938165	9.251933	9.25729097938165	9.251933	0.0	10	True
74453	correctly	5.161279364328948	5.108839025	6.610559638592169	6.620766205378298	1.3862943611198906	9	True
74454	correctness	8.247523470083252	8.246578	8.247523470083252	8.246578	0.0	11	True
74455	correlate	5.187764520262135	5.192348725	5.9833233743744065	5.990974687668229	1.3862943611198906	9	True
74456	correlated	2.948322986077983	2.9449895075	3.752598724557292	3.7526498197195113	1.3862943611198906	10	True
74457	correlates	5.019628647569334	5.02756765	8.259624021921898	8.277287661254453	0.6931471805599453	10	True
74458	correlation	1.8854594788899703	2.36181354	3.7291263700278963	3.7997083594904106	2.0794415416798357	11	True
74459	correlations	4.5988128781318665	4.4469004	4.5988128781318665	4.4469004	0.0	12	True
74460	correlative	7.483703196048737	6.964114	7.4837031960487375	6.964114	0.0	11	True
