(Intercept)	surprisal	prev_surprisal_buggy	prev2_surprisal	prev3_surprisal	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	294.801983702942	2.29713591503748	1.74426321197845	1.0495142901667	0.688745595971424	0.666808145870662	-1.21443879187507	-0.16970860185332	0.721271725483094	-0.167957913728231	0.329666161139701	-0.266715483614149	0.00258544180295582	0.237166262102427	0.0490122530452367	0.0123945477992933	0.0330591615348429
2	293.898766179441	2.32110533592874	1.68578674609931	1.0663300145338	0.678081324529958	0.915213079427448	-0.930573806151557	-0.181704242678224	0.590713566544274	-0.194110412236114	0.0448682616581932	-0.233058883599827	0.136003589902665	0.190206012394921	0.0592693188086974	0.0358511760952691	0.0239448367583119
3	293.680968510553	2.34673017159671	1.75778491816799	1.05101750620696	0.691493325167713	1.01826551092214	-0.803957434188277	-0.169924030394165	0.648556092502928	-0.223737065863548	-0.082491168959764	-0.319068419921188	0.00916575634172629	0.17551697015339	0.0537233936303878	0.0460859241833745	0.0369599251617763
4	294.71585666352	2.30262667157669	1.67924725205672	1.10653635384139	0.66318602775975	0.699458195921315	-0.881012954970418	-0.267535384378743	0.700433612420777	-0.302609546691749	-0.0280029719326002	-0.223326200275472	0.133542602738538	0.206990275554976	0.0573422774919679	0.0474386656989268	0.0258712792957982
5	294.583813530481	2.3570668335429	1.73416725198805	1.00580806277608	0.724743550509294	0.92072382854445	-0.993869315052744	-0.217742653591313	0.689584572014991	-0.196983335200747	0.14285448806708	-0.323972556871582	-0.0104758764747236	0.194563885827208	0.0567688814182072	0.0304015916356093	0.0360633298269737
6	294.182375208859	2.31335237791186	1.73757913916781	1.0440189087863	0.641728706607281	1.04018521420557	-0.881106504915066	-0.151600229348466	0.547644725066046	-0.2467793916934	0.184132097216441	-0.343314399520806	0.0315254877839634	0.180813231917849	0.0533260792770314	0.0355052404480695	0.0396259296490031
7	294.163845036326	2.3779830413003	1.72745645260762	1.07166282587343	0.741779506367547	0.789208911069091	-0.975883145082088	-0.099918870635861	0.66363865624413	-0.265312420023136	0.189171083441399	-0.3214638256027	-0.0514095070079506	0.198540636344476	0.0498351122828876	0.0358503178195118	0.0371614284109796
8	293.51732561193	2.38800076129524	1.72859880282319	1.07651593537081	0.644470796427509	0.970173564176096	-0.935050398917119	-0.204903922585984	0.531056226157119	-0.215104505330778	0.183778074384007	-0.237328038638685	0.0583737090905245	0.185609456939681	0.0634579415239187	0.0326911299998644	0.0314074875572265
9	294.312584371883	2.29240084525659	1.74850363639652	1.05543113489054	0.664229496607275	0.809627931262203	-0.885065572149869	-0.132822501984373	0.577312494615445	-0.23353413945445	0.189103523335127	-0.282538497661687	-0.0179923830231684	0.196576082024699	0.0501407885225496	0.0309965859189897	0.0312729556973358
10	294.140686612774	2.43810743653624	1.71898009650056	1.03567923934939	0.650871372979983	1.02960788880953	-1.02751696649861	-0.120997803294861	0.707443230229963	-0.227676680139762	0.0263830130282171	-0.263273721067392	-0.0787263986709053	0.189438788511183	0.0504484370002796	0.040894565928072	0.0310091798525479
