(Intercept)	surprisal	prev_surprisal	prev2_surprisal	prev3_surprisal	prev3_surprisal_buggy	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	291.759343382545	1.94857041953946	1.53476648843387	0.990874857552263	1.7109835585836	-0.931599482140547	1.27069954513249	-0.676574905482376	0.102896490272832	1.12086875670918	0.0694966197919552	0.468335387521758	-0.218711017995985	-0.0714020952719818	0.208044942310353	0.0350075422823354	0.00322385653221451	0.0354421001275627
2	291.37610107397	1.95510785055335	1.46949388172058	0.96495953344922	1.70345242330393	-0.938544472764028	1.52609173286862	-0.380207214349643	0.0545937846475812	0.924403248922293	0.0425341093228532	0.217698657699523	-0.216826693564444	0.020609345837442	0.159317288570413	0.0525096121821167	0.0250684120154432	0.0319847691759093
3	290.741790254047	1.91293380813916	1.56919472773745	0.99522354022504	1.38057143147449	-0.613529116421536	1.65973626078247	-0.243045226647743	0.0828254028737335	0.98351321624216	-0.0058017615272759	0.0925857639289949	-0.270121507688328	-0.0349781687324029	0.145101039472148	0.0459513104279246	0.0363796567224051	0.0385661566117493
4	291.869117680629	1.93140153767576	1.48385623339826	1.04698025809537	1.40890253582463	-0.625181151753697	1.33016419826256	-0.312240570367725	-0.0196757075911732	1.02079869159626	-0.083907248732926	0.109692980546513	-0.184202839588587	0.0370165407500951	0.174211424038869	0.049300169697472	0.0401710310534426	0.0296861629484608
5	291.803603924429	1.92389013764698	1.57925375641495	0.964355014198597	1.01187587711832	-0.148288681277369	1.5640175704335	-0.416602588781664	0.0199453895745746	1.02796344167651	-0.0102996292222743	0.267046087575912	-0.262449265290144	-0.0997637960638902	0.163565496117314	0.0478028699098463	0.0237479188815708	0.0373270795827644
6	291.381040299412	1.91462837449068	1.51492879063405	1.01308893363944	1.1088823877343	-0.329945593178057	1.67430194532281	-0.321010156874332	0.112110306086732	0.869325877202889	-0.056526239961015	0.310759320443843	-0.27666740971571	-0.0666839137094095	0.150081684569025	0.0458300071083112	0.0290117784831403	0.0396426940665015
7	290.839005474504	1.98905895193476	1.53990679568575	1.03210583684281	1.74322906636875	-0.91427855072117	1.49546090281651	-0.417430932850013	0.14905102168752	1.02690174960849	-0.0320604346247675	0.338950973558397	-0.252854784966188	-0.0915818850150091	0.163866489236871	0.0402326077684138	0.0255214583344654	0.0381471233710079
8	290.446555740166	2.01157691167331	1.55468979013059	0.99619167185253	1.4733771430199	-0.71972043111701	1.64543454751468	-0.370036516659385	0.0313966851037319	0.860010794012124	0.0338471149781224	0.350267145011306	-0.191819382714998	0.00628588446986289	0.152632377339936	0.056003957698609	0.0204025607254729	0.0317091078605746
9	291.547422787441	1.96022283488497	1.5668925435376	0.949211840658173	1.2455667067096	-0.474970698680442	1.39550957612238	-0.357179853445198	0.105937601077477	0.8830556974828	0.00505455505492887	0.376479305299829	-0.239399595440522	-0.0593223621584928	0.168043972679133	0.044833137369413	0.019421865365188	0.0312814159577726
10	290.941940957872	2.0320113893567	1.56956776338915	0.965722670294536	1.48003319470717	-0.719777586744645	1.69253145548009	-0.438093780544698	0.131820277504054	1.02733478849487	-0.0205324061549348	0.180099590368721	-0.185754115689064	-0.102240067478466	0.156420382321649	0.0408809703395431	0.0324238964262793	0.0259569766247659
