(Intercept)	surprisal_buggy	prev_surprisal	prev2_surprisal	prev3_surprisal	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	292.051214892664	2.02165523540181	1.67650002992126	1.07385455225361	0.781680149316751	1.23628050060606	-0.673865469280112	-0.053510084485949	0.940214345878076	0.00937572500380429	0.429094875308826	-0.227881837186596	-0.0547036661754175	0.201946560134495	0.0456603299941219	0.00494297113850818	0.0350995865276954
2	291.509773801415	2.03395045944558	1.60451109679588	1.07393812391579	0.752723029030541	1.48566513117559	-0.381877628311362	-0.0819195253760905	0.766607061965442	-0.0270883416961359	0.174861824123137	-0.21320263064742	0.0423937438868234	0.15385504094269	0.0608200355065196	0.0274662793747274	0.0304174453009568
3	290.882995593792	2.00139273961266	1.66755201157736	1.11054188887719	0.754736783977453	1.62438352556198	-0.238860824826152	-0.035281630018538	0.854526954396914	-0.0724856293747839	0.0391694304380487	-0.278244097392633	-0.0417713553517884	0.138813807739961	0.0518139205369598	0.0385995762058634	0.0390774278132933
4	291.819484578878	2.00217038712515	1.57964109593341	1.15925615292627	0.765271965043301	1.29051052707169	-0.316748808040006	-0.13109733714444	0.897814012737275	-0.136874537620441	0.0813741025444317	-0.187190236880817	0.0660671073169611	0.168660220959679	0.0549616404875509	0.0403053161638035	0.0288875631997616
5	292.100525319736	2.01411731579447	1.66900876239884	1.06864869617342	0.856060157030437	1.5132650159747	-0.430253327693424	-0.0978047597120709	0.899609545341276	-0.0646417192166303	0.22576753430504	-0.292790020914422	-0.108181423533088	0.159206926130136	0.053847287334305	0.0254424749295757	0.0389736237277685
6	291.612341487272	1.96200951667721	1.65322856456823	1.09672339222971	0.745803627845259	1.63692496825426	-0.310671562608582	-0.0234997974992161	0.74514072186015	-0.106084707132822	0.267979296274115	-0.299762588849482	-0.0733295902354445	0.144257946260784	0.0519346591290322	0.0310113441862839	0.041876202502589
7	291.030806019315	2.04155798872709	1.64161839910164	1.10723119878979	0.816374715232267	1.43041486540458	-0.406809657045021	0.0231310489216399	0.878820048256135	-0.0821385948946003	0.290482470301046	-0.256961974223109	-0.0706131043036846	0.159009340013637	0.047302091020059	0.0280015165965137	0.0372353198896338
8	290.775438654524	2.10568162635214	1.65134939106562	1.10093895663554	0.751782991547175	1.5939500787866	-0.381733746060599	-0.0959760996768533	0.726966311244973	-0.0352718483282638	0.297043875016227	-0.21151922363229	0.00451548273911468	0.14736400410055	0.062897034616798	0.023478362717952	0.0329080025227771
9	291.623994585841	2.01889103861761	1.65190814941864	1.05080447863164	0.755800071470088	1.36672427894754	-0.360075670190944	-0.010280314371278	0.785609547998522	-0.0513100369390485	0.332465003908804	-0.250200537235772	-0.0444378316521159	0.162615767471324	0.0493130098605199	0.0211579324888084	0.031045626933857
10	291.048160464275	2.09851464332054	1.63116129412271	1.0267793523623	0.753309259141843	1.6442627998492	-0.43451058740338	0.012276288820145	0.909292629412293	-0.0591752397736573	0.16704760036083	-0.205744591609951	-0.106186943113566	0.150890852844302	0.0471272739172248	0.0332884106118299	0.0282635208849306
