(Intercept)	surprisal	prev_surprisal	prev2_surprisal	prev3_surprisal_buggy	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	291.305062099886	1.94527210008217	1.53888683636869	0.995021066914113	0.742843083397787	1.28853993562796	-0.663074258968796	0.09055063679814	1.11293311664236	0.0569185823613602	0.467058047328398	-0.141458040583996	-0.0175495427157136	0.206029071041039	0.036190902269529	0.00377265921826818	0.0297431613337602
2	290.916163487647	1.95119599838457	1.47381796959404	0.968985907635641	0.729510867360605	1.54202927642064	-0.367871473369907	0.0410597116270894	0.918608303052747	0.0324270105366696	0.215128693987029	-0.137991051034347	0.0754602097592053	0.157499389854999	0.0536862581017418	0.0255661065961699	0.0258938151936945
3	290.366254932351	1.91143290347512	1.57230276290999	0.997876539061015	0.739039902711261	1.67160670537305	-0.232613366879902	0.0744201856743578	0.978511915265511	-0.0153797306900445	0.0927482756940703	-0.208852787782258	0.00813865381301542	0.143602569863879	0.0467122032545512	0.036836804917415	0.0340224308429366
4	291.500433117773	1.9281089415706	1.48764545605917	1.05014630046714	0.755148500668418	1.34222513459259	-0.303728248087584	-0.0308295442559385	1.01638433471809	-0.0923168125838733	0.10944397604388	-0.120324656826959	0.0802923409731907	0.172951837325195	0.0502605717276902	0.040436248807607	0.0249157275146523
5	291.542882816243	1.92191921238627	1.58264660026847	0.966731344158838	0.842113053243876	1.57301097140651	-0.41017545170652	0.0125227458606416	1.02373989962079	-0.0167825097513485	0.266292009417002	-0.217774233827852	-0.0695227268267522	0.162601461709374	0.0484655477575771	0.0240792930198127	0.0340752828300569
6	291.118949593284	1.91190704894736	1.51779771282589	1.01624660438682	0.756519566664061	1.68109601037759	-0.313400665298453	0.103670963768072	0.863799618652391	-0.0646491440165523	0.30963894694028	-0.22829972698488	-0.0327238995141978	0.149081019541184	0.046608429593302	0.0294365045172766	0.035997950425079
7	290.398011989333	1.98353195995773	1.54473454673282	1.03572608439588	0.792958004500514	1.51246483251786	-0.404954843898164	0.135291174888589	1.0186739711242	-0.0439884460245743	0.336736154384706	-0.177256623960203	-0.0341210537213369	0.162005379854679	0.0415124703543942	0.0260952672754885	0.0323950116041604
8	290.072489384684	2.00857957303728	1.55856690286384	0.999755213352569	0.721286646314614	1.6559890688649	-0.361655023171447	0.0202631546615139	0.857973431758815	0.0236013801788998	0.349736267878197	-0.125460126966827	0.0507970030041936	0.151400348651753	0.0568485630737586	0.0208322608245686	0.0269041561945539
9	291.231978434869	1.95718730972058	1.57024712087335	0.952134655600355	0.745047891471281	1.40605300603367	-0.350134656772374	0.0972187390095237	0.879179820195111	-0.00438977420617199	0.376206139883888	-0.182704184628015	-0.0194648648662688	0.166906422593487	0.0454774773175604	0.0198716687463599	0.0269489055244446
10	290.56991771533	2.02932905654962	1.57433885987009	0.967659073658741	0.729880977071288	1.70476703149906	-0.428574800731675	0.121114836120454	1.0204717396499	-0.0302189230103077	0.176749384434085	-0.11965853168356	-0.0569963815897796	0.155021324054451	0.0418950667311378	0.0330643400753418	0.021004884498583
