text_id	word_id	word	surprisal	surprisal_buggy
0	0	There	5.221594929695129	4.935933
0	1	are	0.8822086188010871	1.1646286
0	2	now	4.419051751960069	4.417735
0	3	rumblings	9.796365343499929	9.796008
0	4	that	0.6845894288271666	0.6847807
0	5	Apple	3.8558630496263504	3.771957
0	6	might	2.4443212813930586	2.531492
0	7	soon	3.210487250762526	3.2112603
0	8	invade	9.035916873952374	9.03527
0	9	the	0.47168625571066514	0.4722822
0	10	smart	6.1085673570632935	4.5694065
0	11	watch	2.4655955978669226	4.001246
0	12	space,	4.767660069861449	4.771245
0	13	though	3.974501032847911	3.9694092
0	14	the	2.150796405680012	2.15624
0	15	company	1.0940387025475502	0.9799138
0	16	is	2.5939529263414443	2.7067604
0	17	maintaining	6.976512327906676	6.9770465
0	18	its	1.4854265615576878	1.4858183
0	19	customary	9.116793534951285	9.113862
0	20	silence.	3.2210243940353394	2.8416414
0	21	The	2.2872493368340656	2.6694932
0	22	watch	5.155178055167198	4.946982
0	23	doesn't	5.356338116354891	5.5637107
0	24	have	1.884722133516334	1.8855335
0	25	a	0.8181571245368104	0.81849134
0	26	microphone	8.064610242843628	7.3727665
0	27	or	1.5494624617276713	2.2407107
0	28	speaker,	4.368260382558219	4.368833
0	29	but	1.6559144253842533	1.6517649
0	30	you	4.320099785923958	4.1865025
0	31	can	0.4086192399263382	0.510888
0	32	use	3.2379302731715143	3.27346
0	33	it	1.9435449400916696	1.9390291
0	34	to	0.7828405835898593	0.78672326
0	35	control	2.9736701159272343	2.973239
0	36	the	2.9444108772149775	2.9455194
0	37	music	3.333804965019226	3.195514
0	38	on	2.2721953267464414	2.4097424
0	39	your	0.48565579565183725	0.48664153
0	40	phone.	2.738569974899292	2.4493084
0	41	You	3.761915907263756	3.89534
0	42	can	0.3848589397966862	0.5046465
0	43	glance	8.391817743889987	8.42333
0	44	at	0.3834376233862713	0.3867938
0	45	the	1.0718172658525873	1.0728419
0	46	watch	1.8464082479476929	1.6239889
0	47	face	1.9672720655798912	2.0733643
0	48	to	1.3329587375046685	1.4490283
0	49	view	4.832891852245666	4.8315163
0	50	the	2.377775164291961	2.3792868
0	51	artist	8.585596799850464	7.760786
0	52	and	1.8026616373099387	2.6251652
0	53	title	5.850397899746895	5.6823196
0	54	of	0.4565106962691061	0.6270653
0	55	a	1.8623552405915689	1.8624839
0	56	song.	2.036254107952118	1.8052995
1	0	Two	5.931372161954641	5.909402
1	1	days	3.3194669757504016	3.3383865
1	2	later,	3.5322718848474324	3.5333438
1	3	the	2.075096691492945	2.0759182
1	4	British	6.622135516256094	6.5927663
1	5	astronomer	8.0830537378788	8.076086
1	6	Richard	4.024801868479699	4.061372
1	7	Carrington	6.294981338083744	6.232452
1	8	was	3.102375048911199	3.1643598
1	9	observing	5.120574216824025	5.1178107
1	10	the	1.1480142289656214	1.151689
1	11	interesting	11.177729798480868	11.166127
1	12	sunspot	7.368523865938187	7.322711
1	13	group	4.070587128400803	4.032409
1	14	through	8.133404188411077	8.229239
1	15	his	1.6093153684632853	1.6092103
1	16	telescope	0.8258237242698669	0.46393788
1	17	when	2.957169357687235	3.2981706
1	18	he	0.34554204798769206	0.365368
1	19	saw	2.513505896087736	2.5114825
1	20	what	2.5277797454036772	2.5293443
1	21	he	1.1270982115529478	1.1239886
1	22	described	2.3835632387781516	2.3873138
1	23	as	0.063335828948766	0.06048964
1	24	"""two"	5.226911959704012	5.2251086
1	25	patches	6.875732757151127	6.7854843
1	26	of	0.10453352623153478	0.199829
1	27	intensely	5.757778466679156	5.7506905
1	28	bright	1.8195563480257988	1.7401304
1	29	and	3.700734195066616	3.7859468
1	30	white	4.7085307985544205	4.6465893
1	31	"light"""	2.875995917711407	2.93294
1	32	over	4.639323707902804	4.6427317
1	33	the	0.597864639305044	0.60128707
1	34	sunspots.	8.13438752363436	7.9226694
1	35	He	1.8310090536251664	2.039393
1	36	jotted	9.480593589949422	9.483762
1	37	a	4.392844807487563	4.3932366
1	38	note	1.4187186285853386	1.3711853
1	39	in	2.3019747840298805	2.3492837
1	40	his	0.31484447383263614	0.31504878
1	41	painstaking	14.893413186073303	13.979686
1	42	record.	8.455856323242188	8.977793
1	43	That	4.708297699689865	5.0498314
1	44	night	3.7548558115959167	3.0023918
1	45	there	5.86109758913517	6.658872
1	46	was	0.4981000602710992	0.50102407
1	47	scarcely	8.21399712713901	8.215698
1	48	a	0.6850072662928142	0.68517697
1	49	square	9.011525593698025	8.990822
1	50	inch	0.8244430141057819	0.8431376
1	51	of	0.09930563275702298	0.10144676
1	52	earth	5.276597619056702	5.135206
1	53	that	4.099713169736788	4.2405705
1	54	was	1.540106770786224	1.5404923
1	55	not	0.4059967244102154	0.40594986
1	56	illuminated	1.077979326248169	0.85180753
1	57	by	0.264292769075837	0.49012694
1	58	aurora.	10.723912596702576	10.236685
2	0	I	4.309603571891785	4.00245
2	1	agree	6.0017652958631516	6.0723605
2	2	that	1.7138803070411086	1.9404176
2	3	California's	11.238559204153717	11.246626
2	4	"""three"	9.034928429871798	9.002541
2	5	strikes	0.8231940269470215	0.098649845
2	6	and	0.14940808899700642	0.9070682
2	7	you're	0.12495671655779006	0.12609717
2	8	"out"""	0.0843749075429514	0.08361536
2	9	law	0.7034134231507778	0.6687736
2	10	will	4.707729036686942	4.740571
2	11	be	2.321926794713363	2.3230195
2	12	a	2.3564393822744023	2.3575742
2	13	financial	7.4837773740291595	7.4821434
2	14	disaster	3.035807102918625	2.6955361
2	15	for	0.2411001593573019	0.5827425
