predictor	predictor_type	name	fold	diff_empty	diff_medium_surprisal	diff_full_surprisal
149	surprisal_buggy + prev_surprisal_buggy + prev2_surprisal_buggy + prev3_surprisal_buggy	1	surprisal_buggy	9	0.0360480665224872	0.0207227375311723	0
150	surprisal_buggy + prev_surprisal_buggy + prev2_surprisal_buggy + prev3_surprisal_buggy	1	surprisal_buggy	10	0.0377314947711147	0.0085117136659596	0
151	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	1	0.0466238688564147	0.0289798204474803	-0.000684101696531769
152	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	2	0.0473219446975657	0.0229706034209327	0.000806734500961248
153	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	3	0.0402613054805077	0.0204918650518513	0.000597789319290776
154	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	4	0.0551051388307977	0.0293615108564813	-0.000622157430013814
155	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	5	0.0445264334776816	0.0236540472754561	-0.000140027281940291
156	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	6	0.0443492854573933	0.0269004495713601	0.00140992830931452
157	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	7	0.0372445722983503	0.0210569191921994	-0.000155528075885591
158	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	8	0.034428986460437	0.0131474963323264	0.000644671532398888
159	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	9	0.0370841238497199	0.021758794858405	0.00103605732723278
160	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	10	0.0386714841170006	0.0094517030118455	0.000939989345885905
161	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	1	0.0473828714259366	0.0297388230170021	7.49008729901135e-05
162	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	2	0.0463900154251267	0.0220386741484937	-0.000125194771477766
163	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	3	0.0400581460912539	0.0202887056625976	0.000394629930037027
164	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	4	0.0561921344451362	0.0304485064708198	0.000464838184324634
165	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	5	0.0440736631455287	0.0232012769433032	-0.000592797614093143
166	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	6	0.0429898650726788	0.0255410291866456	5.05079246000406e-05
167	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	7	0.0370520302798347	0.0208643771736838	-0.000348070094401187
168	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	8	0.0340865485893129	0.0128050584612023	0.000302233661274798
169	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	9	0.0352326277741746	0.0199072987828597	-0.00081543874831258
170	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	10	0.0390315165748296	0.00981173546967451	0.00130002180371491
171	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	1	0.0465633324417638	0.0289192840328294	-0.000744638111182638
172	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	2	0.047097726152372	0.022746384875739	0.000582515955767526
173	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	3	0.0404894813609298	0.0207200409322734	0.000825965199712897
174	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	4	0.0556197686392332	0.0298761406649168	-0.000107527621578285
175	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	5	0.0442771156130402	0.0234047294108146	-0.000389345146581732
176	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	6	0.0444275032885164	0.0269786674024832	0.00148814614043769
177	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	7	0.0372418682993612	0.0210542151932103	-0.000158232074874753
178	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	8	0.0346217935678288	0.0133403034397181	0.000837478639790668
179	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	9	0.0367789801587968	0.0214536511674819	0.000730913636309616
180	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	10	0.0388770866629979	0.00965730555784283	0.00114559189188324
181	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	1	0.0471165325059193	0.0294724840969849	-0.000191438047027148
182	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	2	0.0471753066970191	0.0228239654203861	0.000660096500414653
183	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	3	0.0392612546466138	0.0194918142179574	-0.000402261514603097
184	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	4	0.0544171276878194	0.028673499713503	-0.00131016857299215
