predictor	predictor_type	name	fold	diff_empty	diff_medium_surprisal	diff_full_surprisal
185	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	5	0.0342007420488928	0.0220785590986203	3.57265229924408e-05
186	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	6	0.0336749248794721	0.0169726189615069	0.000374694199212655
187	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	7	0.0241236027140568	0.012407012524557	-0.000430531322799688
188	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	8	0.0285331425858493	0.010969010907572	-0.000732513973525251
189	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	9	0.0236035320243513	0.0124222031505123	0.00170986715833621
190	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	10	0.0214942788388548	0.00479237012805189	0.000218457006734951
191	surprisal + prev_surprisal + prev2_surprisal + prev2_surprisal_buggy + prev3_surprisal	5	prev2_surprisal_buggy	1	0.0346365424706478	0.0158216886942162	-0.000846698179048921
192	surprisal + prev_surprisal + prev2_surprisal + prev2_surprisal_buggy + prev3_surprisal	5	prev2_surprisal_buggy	2	0.0445428296445769	0.0168011616364216	0.00072223447039832
193	surprisal + prev_surprisal + prev2_surprisal + prev2_surprisal_buggy + prev3_surprisal	5	prev2_surprisal_buggy	3	0.0353286236511527	0.0203852147523058	0.000546988088662381
194	surprisal + prev_surprisal + prev2_surprisal + prev2_surprisal_buggy + prev3_surprisal	5	prev2_surprisal_buggy	4	0.0410438506828781	0.0206875855273738	-0.000415885567877083
195	surprisal + prev_surprisal + prev2_surprisal + prev2_surprisal_buggy + prev3_surprisal	5	prev2_surprisal_buggy	5	0.0340018028637203	0.0218796199134479	-0.000163212662180001
196	surprisal + prev_surprisal + prev2_surprisal + prev2_surprisal_buggy + prev3_surprisal	5	prev2_surprisal_buggy	6	0.0339711261308739	0.0172688202129088	0.000670895450614495
197	surprisal + prev_surprisal + prev2_surprisal + prev2_surprisal_buggy + prev3_surprisal	5	prev2_surprisal_buggy	7	0.0241337732704112	0.0124171830809114	-0.000420360766445249
198	surprisal + prev_surprisal + prev2_surprisal + prev2_surprisal_buggy + prev3_surprisal	5	prev2_surprisal_buggy	8	0.0294397006390579	0.0118755689607806	0.000174044079683355
199	surprisal + prev_surprisal + prev2_surprisal + prev2_surprisal_buggy + prev3_surprisal	5	prev2_surprisal_buggy	9	0.023119720880139	0.0119383920063001	0.00122605601412396
200	surprisal + prev_surprisal + prev2_surprisal + prev2_surprisal_buggy + prev3_surprisal	5	prev2_surprisal_buggy	10	0.0224739467511244	0.00577203804032145	0.00119812491900451
201	surprisal + prev_surprisal + prev2_surprisal_buggy + prev3_surprisal	6	prev2_surprisal_buggy	1	0.0344489598594535	0.0156341060830218	-0.00103428079024326
202	surprisal + prev_surprisal + prev2_surprisal_buggy + prev3_surprisal	6	prev2_surprisal_buggy	2	0.0443002912266302	0.0165586232184749	0.000479696052451573
203	surprisal + prev_surprisal + prev2_surprisal_buggy + prev3_surprisal	6	prev2_surprisal_buggy	3	0.0352241476538984	0.0202807387550514	0.000442512091407998
204	surprisal + prev_surprisal + prev2_surprisal_buggy + prev3_surprisal	6	prev2_surprisal_buggy	4	0.041087194406721	0.0207309292512168	-0.000372541844034124
205	surprisal + prev_surprisal + prev2_surprisal_buggy + prev3_surprisal	6	prev2_surprisal_buggy	5	0.0347745370507067	0.0226523541004342	0.000609521524806311
206	surprisal + prev_surprisal + prev2_surprisal_buggy + prev3_surprisal	6	prev2_surprisal_buggy	6	0.0348405661323312	0.018138260214366	0.00154033545207177
207	surprisal + prev_surprisal + prev2_surprisal_buggy + prev3_surprisal	6	prev2_surprisal_buggy	7	0.0239823565185713	0.0122657663290715	-0.000571777518285188
208	surprisal + prev_surprisal + prev2_surprisal_buggy + prev3_surprisal	6	prev2_surprisal_buggy	8	0.0294669407677173	0.01190280908944	0.000201284208342756
209	surprisal + prev_surprisal + prev2_surprisal_buggy + prev3_surprisal	6	prev2_surprisal_buggy	9	0.0229016866602736	0.0117203577864347	0.00100802179425852
210	surprisal + prev_surprisal + prev2_surprisal_buggy + prev3_surprisal	6	prev2_surprisal_buggy	10	0.0226606559564759	0.00595874724567302	0.00138483412435608
211	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal_buggy	5	prev3_surprisal_buggy	1	0.0352574135832526	0.016442559806821	-0.00022582706644414
212	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal_buggy	5	prev3_surprisal_buggy	2	0.0442162304957643	0.016474562487609	0.000395635321585708
213	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal_buggy	5	prev3_surprisal_buggy	3	0.0353949872920039	0.0204515783931569	0.000613351729513489
214	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal_buggy	5	prev3_surprisal_buggy	4	0.0410922211762514	0.0207359560207472	-0.000367515074503721
215	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal_buggy	5	prev3_surprisal_buggy	5	0.0344145822937758	0.0222923993435034	0.000249566767875464
216	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal_buggy	5	prev3_surprisal_buggy	6	0.0344038134295319	0.0177015075115667	0.00110358274927247
217	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal_buggy	5	prev3_surprisal_buggy	7	0.0238279728006052	0.0121113826111054	-0.000726161236251244
218	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal_buggy	5	prev3_surprisal_buggy	8	0.029395488246351	0.0118313565680737	0.000129831686976445
219	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal_buggy	5	prev3_surprisal_buggy	9	0.023290205094666	0.012108876220827	0.00139654022865088
220	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal + prev3_surprisal_buggy	5	prev3_surprisal_buggy	10	0.0224730686907124	0.00577115997990951	0.00119724685859257
221	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal_buggy	6	prev3_surprisal_buggy	1	0.0358357784808412	0.0170209247044095	0.000352537831144417
222	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal_buggy	6	prev3_surprisal_buggy	2	0.044711813531066	0.0169701455229108	0.000891218356887435
223	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal_buggy	6	prev3_surprisal_buggy	3	0.0351179626468285	0.0201745537479816	0.000336327084338173
224	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal_buggy	6	prev3_surprisal_buggy	4	0.0409029054261012	0.0205466402705969	-0.000556830824653964
225	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal_buggy	6	prev3_surprisal_buggy	5	0.0336729515783922	0.0215507686281198	-0.000492063947508115
226	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal_buggy	6	prev3_surprisal_buggy	6	0.0337300239251901	0.0170277180072249	0.000429793244930643
227	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal_buggy	6	prev3_surprisal_buggy	7	0.0244308567479754	0.0127142665584756	-0.000123277288881063
228	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal_buggy	6	prev3_surprisal_buggy	8	0.0293237217386642	0.0117595900603868	5.80651792896347e-05
229	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal_buggy	6	prev3_surprisal_buggy	9	0.0228193254033986	0.0116379965295597	0.000925660537383521
230	surprisal + prev_surprisal + prev2_surprisal + prev3_surprisal_buggy	6	prev3_surprisal_buggy	10	0.0223993111427534	0.00569740243195049	0.00112348931063355
